overall,asin,reviewText,time,year
5.0,0001384198,My grandmother read it to me often when I was little and I loved it then.  I have a lot of tenacity and faith in God now and I think it's from hearing this book read over and over.,2013-12-01,2013
3.0,0001384198,"This particular version didn't match the jacket of the book I ordered, which was supposed to be the pop-up version.",2013-11-29,2013
2.0,0001384198,"I did not realize how ""mini"" a mini book was.  I purchased it as a gift and ended up having to purchase an additional book.",2013-11-18,2013
5.0,0001384198,"Another one of my favorites.  There are never too many books for the little ones to read, and I normally give at least one book along with clothes for new  mommies.  The earlier they learn to read, the better off they'll be.",2013-11-17,2013
3.0,0001384198,"This book is small. Picture a small book in your head... its smaller than that. But that doesn't factor into my star rating. Because they do list its size and its mentioned in other reviews.

I bought this book because my son loves trains (2 years old) and I remember loving this story of never give up as a child. Its our family motto ""nothing worth having is easy to get"" -keep trying and believe in yourself. This was not the book I was looking for. Apparently, I was looking for ""pony engine"" but that's still not the product's fault.

The issue with the book is it makes all boy trains bad. I won't let my daughter (5 years)  read it either nor my son. Messages are important no matter how stuble it creeps into their brains. When perhaps they are older I will let them read the book as an example of how unfair and ridiculous it is to vilify a whole gender. I admits t to over thinking ot. But thhats my right as a parent.",2013-11-03,2013
5.0,0001384198,We are planning some upcoming activities for our school teaching the school's character traits.  This book goes along great with the character trait of perseverance!,2013-10-29,2013
5.0,0001384198,A classic book that is great to read to any child especially train lovers.....this is a must read everyday in my house. Its a great and very durable book.,2013-10-20,2013
5.0,0001384198,"An excellent philosophy.  One that can get you through your life in the good times and bad.
Please read this one to your children often.",2013-10-14,2013
5.0,0001384198,"So glad to see this story of determination and success still exists for little ones.  The perfect size for little hands to carry, for parents to read, and gorgeous, brightly colored pictures for little ones to follow along.  The pictures are so accurate and brightly colored that toddlers will be able to tell themselves the story just by looking at the pictures, but it will be best when Mom and Dad are reading along.",2013-09-22,2013
1.0,0001384198,Ridiculously small & inadequate.  Bought as a gift for adoption & couldn't give.  Had to buy another so gift was late,2013-09-13,2013
5.0,0001384198,"A real motivator for children, which is based upon an immortal classic. I bought this edition after the reviews it received from other purchasers. There are several versions that I am sure are just fine as well, but I found this one to be better suited towards upper elementary students.",2013-09-08,2013
5.0,0001384198,The young boy who was the recipient of this book was very excited when I gave it to him.  He immediately reacted positively at the sight of the engine on the cover.,2013-09-02,2013
5.0,0001384198,I purchased this for friends who are expecting their first child. It was fabulous and just as I remembered it.,2013-08-24,2013
5.0,0001384198,"I would recommend this book. This book is like the story of the Good Samaritan in a child story form in that other trains that could help the broken down train won't stop to help, but an unlikely candidate stops and helps. It's also a good inspiring story about endurance, keep trying, tell yourself you can succeed and you will.",2013-08-05,2013
5.0,0001384198,"As a young boy growing up I did not have many books read to me before I went to bed.  I wish this one could have been there for me to inspire me, as it has so many others over the years.  I would hear about the title ""The Little Engine That Could."" To no avail, it would take me well into my adult life for me to finally pick up ""The Little Engine That Could.""  Now I realize how powerful a phrase, (""I think I could"" ""I think I could"") seeped into the mind of many to spur them on in life.  For me it is still not to late to acquire positive reinforcement. ""The Little Engine That Could,"" should be read and reread over the years for an effectual attitude.  It is never to late ""What The Mind of Man Can Conceive and Believe, The Mind Can Achieve.""  Thanks, to the ""Little Engine That Could.""",2013-07-11,2013
3.0,0001384198,"It was designed to be sent in the mail which is neat, but not what I was looking for.  Great book though.",2013-07-09,2013
5.0,0001384198,My husband's favorite things are trains so I added this to a shower gift for our friend so they can like them too,2013-06-12,2013
5.0,0001384198,This book great for coming out of the twos who do everything and going into the 3's who say I can't. It was smaller than I had thought.,2013-06-10,2013
5.0,0001384198,"Colorful,excellent quality, binding is strong. My grandson loves this book! A classic for an iPad capable 2 year old who also loves books.",2013-06-09,2013
5.0,0001384198,Ordered several for my 102 yr old Mother to use as baby gifts. She has given this book before and feels it is an encouraging and instructive book to give to children.,2013-05-22,2013
5.0,0001384198,I love this classic story the pictures are great and the story is easy to follow. I would recommend this to others,2013-05-21,2013
5.0,0001384198,"Every child should have this book in his/her library. I remember reading it as a child, and now I am reading it to my grandchildren.",2013-05-15,2013
5.0,0001384198,This is a wonderful story that encourages children that they can do things if they really set their minds to it.,2013-05-01,2013
5.0,0001384198,"I love buying this book as a gift for the birth of a new baby, but then realized the book didn't contain the full story I remembered from childhood.  I started researching a bit and found that most copies of this book contain a condensed version, not what they now call the ""deluxe"" version, which is what I grew up with.  The book is great, as it always has been.  One thing I noticed as an adult, which may or may not bother others, is that all of the trains that refuse to help the stalled train with all the goodies it's tryint to bring over the mountain to the good boys and girls are ""hes""; the little engine that agrees to help is a ""she.""  Read into this what you will.  I still love the book and its central message enough that I continue to give it as a gift whenever anyone I know has a new baby.",2013-04-29,2013
5.0,0001384198,"Wonderful book for children/and adults.  A real classic.
I read it to our children over 50 years ago and give it as gifts.",2013-04-20,2013
5.0,0001384198,I am a big believer in board books for toddlers. This is an excellent version of the much loved classic.,2013-04-19,2013
5.0,0001384198,This was my favorite book as a child and I wanted a new edition for my own children that still had the original illustrations. I am quite pleased with this book and my children enjoy it as well.,2013-04-18,2013
5.0,0001384198,This is one of my favorite books.  It's simple and has a LARGE message.  I wonder if my love of trains came from me reading this book as a youth.  Buy it.,2013-03-26,2013
5.0,0001384198,"A very nice edition of this timeless story.  My grandsons love the pictures, and  I love reading this classic to them!",2013-03-18,2013
2.0,0001384198,"GOOD MORAL, BUT EVEN AS A KID I THOT IT WAS BEATING A DEAD HORSE.  COULD SAY THE SAME IN LESS WORDS.",2013-03-16,2013
5.0,0001384198,"If you buy the currently printed Little Engine that Could and compare it to this one, you'll see that the text is different even though the publisher claims the currently published one is the ""full, original version"".  The illustrations are also different is every other edition from the first.  Since this is the widely accepted telling of a classic American morality tale, I felt it important that my daughter read it with the original prose and pictures.  I want her to have a good background in classic storybooks as she learns to read.  Elmo's great, but modern popular culture is best appreciated with some decent cultural context gleaned from knowing popular canon.  I think every child should get the chance to enjoy ""The Little Engine that Could"" in its original form.",2013-03-07,2013
5.0,0001384198,Brings back memories for me as well as my grown children. Now memories are being shaped by my grandchildren. Love this classic book for kids,2013-02-17,2013
5.0,0001384198,This classic story is a must have and the new illustrations help catch young readers attention. We will keep this in our collection for a long time.,2013-02-08,2013
5.0,0001384198,"This is an age-old favorite book that every little boy will love. My toddler grandson especially loves the pictures and even though he can't read, he has memorized the lines!",2013-02-01,2013
5.0,0001384198,This is a beautiful edition. This book is a classic which I will give to my grandson when I am sure he won't eat it.it.,2013-01-25,2013
5.0,0001384198,THIS IS ONE OF MY GRANDSON'S FAVORITE BOOKS. HIS MOTHER READS IT TO HIM ALL THE TIME AT BEDTIME AND I ALSO PURCHASED THE MOVIE SO HE COULD WATCH...THIS WAS ONE OF MY ALL TIME FAVORITES AS WELL WHEN I WAS A CHILD. LOVE THE STORY!!!,2013-01-24,2013
5.0,0001384198,"I love the positivity!  I love the can-do attitude!  This story as stayed with me since kindergarten.  I have called upon its words in my adult years when I needed a boost and I have used this book as the impetius for my own Children's Book 'The Caterpillar that Wouldn't Change, a story about never giving up.",2013-01-18,2013
5.0,0001384198,We were looking for a copy of the book we remembered - this one was bigger but had the same illustrations.,2013-01-09,2013
2.0,0001384198,"I bought this book because the story is non-sexist unlike all other train stories (a little female engine who helps, for a change, a male character!). I thought having a tiny book about a tiny engine would be fun, but this book is so so small, it is impossible to read at bed time in dim light. When I hold it in my hand my son cannot see the pictures, and I hand the book to him, I cannot read the print. Also, I have never seen a children's book where the sentences continue over the next page. That makes reading very difficult and unpleasant.",2013-01-03,2013
5.0,0001381733,I had the same book as a little girl 50 years ago and was delighted when I saw the same book with the illustrations I do loved so many years ago .I bought this as a gift for a 9 year old girl who carries it around much as I did .A true treasure for any child.,2013-12-29,2013
5.0,0001381733,"Being descended from Robert Louis Stevenson, I've always especially loved his poetry and memorized some of it as a child, still remembering it more than 50 years later. Recently it occurred to me that this book belongs in my collection, and that my grandchildren should have a copy too. Stevenson's writings are delightful for young and old alike, and this book's illustrations make it an especial treasure.",2013-12-18,2013
5.0,0001381733,This is such a nice book.  I am giving it to my granddaughter and her cousins for Christmas.  My father used to quote Robert Lewis Stevenson's poems to me when I was growing up.  I wanted to share this with my granddaughter and her cousins since they will only know their great grandfather through what we share with them about him.,2013-12-10,2013
5.0,0001381733,"The poems are fun to read, easily memorized and timeless in appeal.  These poems easily come to mind regardless of one's age and they bring back memories of happy childhood days.  This is a great book to help children view the world more simply without the smart phones and I-Pads that occupy their minds today.",2013-12-08,2013
5.0,0001381733,"My granddaughter loves the R. L. Stevenson poetry. I had an old Golden book from my childhood. This is a close replica -- contains most of the poems in the one I have. It was in excellent condition, and my daughter and family are cherishing it.",2013-12-07,2013
5.0,0001381733,"We homeschool and I wanted to find a book of poems to start my 9 year old of with.  I have him choose one poem a week to memorize and he has to recite it to me at the end of the week.  This is our first year of homeschooling, so we have started off with the shorter poems.  They are great poems and there are lessons to learn from them as well.",2013-11-21,2013
5.0,0001381733,This was my favorite book from childhood and I still read it to my grandchildren and know some of the poems from memory.,2013-11-20,2013
5.0,0001381733,"This was my favorite childhood book and the earliest one I recall my grandmother reading to me. It started my love of poetry.  I now have a four year old great-grandaughter to whom I am giving this for Christmas and look forward to reading it to her, all the clear, easily understood childhood poems. Should be part of everyone's collection.",2013-11-19,2013
5.0,0001381733,We have a few other hard copies of this book but it was nice to get this on Kindle so we can easily take it along in the car or on vacation. My daughter loves these poems. They capture childhood so well.,2013-11-05,2013
5.0,0001381733,"This book was a favorite when i was a child, so i purchased it for my nephew's 3rd birthday. Who can resist this delightful poetry that never gets old? Every one of the original poems is in this nicely illustrated edition for many hours and years of bedtime inspiration!",2013-10-29,2013
5.0,0001381733,"Been a favourite of mine since childhood. I grew up in the parish where the manse's garden was the inspiration for the ""Garden"" of verses.",2013-10-08,2013
5.0,0001381733,"The first time I read A Child's Garden of Verses, I was but a wee slip of a girl. I lost that book long ago, and was delighted to get it again. Every Kindle, IPad and bookcase should contain this book. There are so many classic poems in it: The Swing; The Counterpane: and ever so much more. Again, Stevenson's superb abilities as a poet lead a child to the heights of imagination, and leave them enthralled with the wonders of childhood. Reading the poems to your children, or just to your friends or spouse, can lead you to the remembrances of those wonder years. He is a poet for the ages, and this is one of his best collections.",2013-09-12,2013
3.0,0001381733,"The ONLY disappointment was the quality of the paper printed on...if it were just a bit thicker... ah
Gyo Fujikawa is one of my all time favorite illustrators and a great author, too!",2013-07-27,2013
2.0,0001381733,"The book is ok and a standard of poetry for children.  But when the book arrived, it was NOT as pictured.  Was a bare, very used book without a cover, as pictured.  I kept it because it is the poetry that counts in reading the book, but I will NOT order from this seller again.",2013-07-24,2013
5.0,0001381733,"I LOVE this book. As a child, I couldn't always understand the strange words and grammar of the poems but he had me at the first poem, ""Bed in Summer"". The same poem grabbed my 4-year-old grandson when I put him to bed in July with the sun shining brightly. ""My Shadow"" is another one I love and very nice to quote to my grandson on a walk in the long shadows of late afternoon  The year was 1885 so the settings are dawning-industrial age. There are 'nursies' and 'curtsies' and other anachronisms galore. But the behaviors are universal and make me smile.",2013-07-21,2013
3.0,0001381733,"This is a good book - a classic - but, quite frankly, I don't remember ever buying it from Amazon.  Maybe I did, but I don't remember.",2013-07-20,2013
5.0,0001381733,"Amazon seems to have grouped the reviews for several editions of A Child's Garden of Verses together, so it's difficult to tell what exactly is being reviewed.  I am commenting specifically on Tasha Tudor's lovely illustrations of childhood life, so beautifully paired with Robert Louis Stevenson's poetry of childhood.  Together, image and word are a perfect match, and this is a marvelous edition.  I highly recommend it as a gift for any new parent, a special child, or for yourself.

I live with my grandfather, who was born in 1922 and grew up having these poems read to him and then reading them for himself; when he grew up and had children of his own, he read from this book.  They were a little bit ""old-fashioned"" when my grandfather was a boy in the 1920s, but not at all ""dated"" in the way some of them have become.  I am thinking here of ""Foreign Children,"" with its refrain:

Little Indian, Sioux or Crow,
Little frosty Eskimo,
Little Turk or Japanee,
O! don't you wish that you were me?

There are others in a similar vein, and while I am sure that some will object, I find all of these poems to be utterly lacking in malice or cruelty.  They espouse the ideology of their time, and that was one of Empire.  If you don't want to read the few of these poems that mention race/ethnicity in a way that you don't like, then don't -- or better yet, how about using it as a teachable moment to discuss the ways in which views evolve over time?

The majority of these poems feel timeless, in that they dwell in the land of childhood imagination.  Just reading ""The Land of Counterpane"" sends me right back to the world of childhood and the hours and hours spent dreaming, creating, imagining.  Likewise, ""The Land of Nod.""  I know my grandfather feels just the same way, because sometimes when I tuck him in for bed at night we discuss where we plan to travel in our dreams: the Land of Counterpane or the Land of Nod.  Very few things are capable of staying with a person for 80 + years; these poems are some of them.

If you have children, or know any children you particularly like, I hope you will purchase a copy of this lovely book for them.  It's one of those books that opens a door into another world, and what the child chooses to do once there is up to him or her -- but you can give the key to the door.",2013-07-20,2013
5.0,0001381733,"I like this book. It has many fun and cute verses in it. Good value, good condition. Great seller  too!",2013-07-16,2013
4.0,0001381733,I loved this as a child and many verses are still in my memory.  I sat and read this with my granddaughter.  The only disappointment was that the original pictures (were in color in my very old book) are black and white and not on the same pages as the verses.  The best pictures are the ones in your head as you read these beautiful verses.,2013-07-14,2013
5.0,0001381733,I purchased it for my new great-granddaughter.  I loved the book as a child and can still recite some of the verses.  I hope she loves it as much as I did and do.,2013-07-09,2013
3.0,0001381733,Yes these were the poems I remember from childhood but the editor should get an editor. The number of misspelled words was unacceptable.,2013-07-07,2013
3.0,0001381733,"There are a few lovely poems in ""A Child's Garden of Verses"", and many that are just okay.  The biggest problem, in my opinion, is finding the right audience.  The poems seem too-adult for children and not nearly sophisticated-enough for adults.  This is a collection of poetry written by a man who is in love with an idea of childhood that is somewhat at odds with its reality.  I think most children, and most adults, will find these uncaptivating, with a few exceptions.  A better choice is the poetry of Shel Silverstein.",2013-07-02,2013
5.0,0001381733,A classic book of poems for children.  This edition is gorgeous--large pages with the most lovely illustrations.  A must for a child's library.,2013-06-29,2013
5.0,0001381733,"I had this book as a child and was overjoyed when I found it.  My favorite poem has always been ""My Shadow.""  I was so happy to find it and read it again.  All of Robert Louis Stevenson's poems are wonderful.  This was a sweet childhood memory lane experience.",2013-06-16,2013
5.0,0001381733,"Robert Louis Stevenson had a gift for writing sing-songy poetry that was not sickeningly sweet. These are gentle rhymes that bring to mind the carefree days of childhood. Some are better than others, of course, and most of the best ones have been made into abridged/illustrated books for children.  My children are grown now, but I still enjoy reading many of these soothing poems to myself.",2013-05-24,2013
5.0,0001381733,"Always love Robert Louis Stevenson. I have a hard copy of this, but I wanted a version on my Kindle too so I could take it with me.",2013-05-04,2013
5.0,0001381733,"I had this book given to me by my great aunt in the 1950s.  I read it, re-read it and have loved it ever since.
If you give one book of poetry to your children, grandchildren, godchildren...whomever....make it this book.

The very best book of children's poetry ever written.",2013-04-18,2013
5.0,0001381733,I read this book over and over as a child and memorized many of the verses. I think that early exposure to poetry encourages creativity and a good grasp of language. These poems have a compelling universality.,2013-04-11,2013
5.0,0001381733,I love the poetry of Robert Louis Stevenson and read these to my granddaugher as a child.  She is now 16.  I think this book is a great baby gift.  The parents will love the poems as much as the kids.,2013-04-04,2013
4.0,0001381733,"I love the poems I've known since childhood, but would probably like it better in the print version. A good choice for those who prefer e-reading.",2013-04-02,2013
5.0,0001381733,"He is always,beautiful, always deep. What a gifted poet to write words that still please the ear, the eye, the heart.",2013-03-31,2013
5.0,0001381733,"Yes, I gave this as a 1st birthday gift to my nephew.  My niece reads them to him before he goes to bed.
Culture at a young age.",2013-03-21,2013
5.0,0001381733,I purchased this as part of a group of books for a new baby present to start his library.  the illustrations along are simply wonderful,2013-03-20,2013
5.0,0001381733,The book was in great condition. This was a childhood favorite and I was pleased to have it back in my library again.,2013-03-18,2013
4.0,0001381733,"I don't think of this as a book I would hand to a little reader. Many of the poems need a little background, or explanation, or ""selling"". It is a collection I would skim, skipping the more obscure or precious poems, and selecting the ones that might appeal to or amuse the particular child. When approached that way, the formatting problems don't really matter because the adult reader can accommodate them in the course of reading aloud.

Because this is a freebie it is a great choice for trying out the poems, (or for amusing yourself and searching through your own memory). I figure that if any of my listeners respond particularly well to this collection then I'll keep my eyes peeled for an illustrated, properly formatted copy for my youngster to keep as his own.

In any event, if you are looking through free Kindle downloads this is a nice choice to while away a bit of reading time.",2013-03-17,2013
1.0,0001381733,This was recommended by a friend. The pictures and poems are boring and not engaging at all. Yikes. I'm not sure I will be taking recommendations from this friend again.,2013-03-04,2013
5.0,0001381733,"I remember reading this book when I was a child, so when asked to give ""my favorfite childhood book"" to my niece for her new baby I immediately thought of A Child's Garden of Verses. It is perfect for reading to children from infancy until they can read it by themselves!  A Cannot Go Wrong gift.",2013-02-27,2013
5.0,0001381733,"This was my favorite childhood book.  Poetry is like music. My mother read it to me so many times that, by following along, I learned to read.  I got in trouble in kindergarten when I pulled out a second grade book and started reading it to my deskmate.  However, I wasn't ruined by learning to read at age four, I was blessed.  This book made school and college easy for me as it made me a lifelong avid reader. I purchased this for my grandson.  He is a little young, being only 3 months old, but he is already being read to.",2013-02-23,2013
5.0,0001381733,"The poems in this volume are magical for both myself and my five year old.  She is now dreaming of writing beautiful poetry herself one day (she's actually a very creative writer now, but she has very high standards =0) ).  This is the kind of poetry that, rather than leaving you scratching your head wondering what that was all about, is straightforward and beautiful, and for the adult, evokes all kinds of warm reminiscences.  I love reading these poems aloud to my daughter.  Highly recommended!",2013-02-20,2013
5.0,0001381733,I bought this book to give to my student who somehow grew up without hearing the wonder poems in this book.,2013-01-31,2013
5.0,0001381733,"Stevenson has always been a favorite of mine.  My grandfathther met him, most likely on the occasion of his marriage to Fannie Osbourne.  One of my grandfather's proffessors of theology officiated at the wedding.  They spent their honeymoon near St. Helena, California.  There is a a very nice RLS museum there.

d wahl",2013-01-25,2013
5.0,0001381733,Every child should have a copy of A Child's Garden of Verses. I sent one to my Great-Grand kids. Both my children and grand daughters loved it.,2013-01-19,2013
5.0,0001381733,"I was given this book as a child. The book finally fell apart, being read quite often by me, then my two sons.
So I was pleased to find it on Amazon. I gave it to my grandchildren",2013-01-13,2013
5.0,0001381733,"I had this collection as a child. My children had it read to them and they, in turn, read it to their children. Now my great grand daughter will enjoy the same precious poems.",2013-01-08,2013
5.0,0001381733,"The classic rhymes in A Child's Garden of Verses is soothing at any age.  My original book was a children's edition with no author details.  I enjoyed reading the short biography included in the front of this edition--although I would have preferred the bio to be at the back of the book. This is a pleasing, comfortable children's (and adults) classic.",2013-01-07,2013
4.0,0001381733,I had this book as a kid and my dad read it to me all the time. Now as an aunt I bought it for my nieces for Christmas. They love it and I love the memories it brings back!,2013-01-05,2013
5.0,0001711296,Dr. Seuss describes exactly how not only children but a lot of adults feel on some mornings about getting out of their nice warm beds!  I love the message and enjoy reading this book just as much as my grandchildren.,2013-09-11,2013
5.0,0001711296,"We're a PBS station that takes one of our ""stars"" to public libraries each summer to encourage children to sign up for the libraries summer reading programs.  The children were trilled to meet the Cat in the Hat in person and had their names put in a hat for a Seuss book drawing.  The winners were thrilled to pick their own special book that they got to keep forever.",2013-06-17,2013
5.0,0001711296,My grandsons love this book. I will read it over and over until they learn to read it to me.,2013-05-09,2013
3.0,0001711296,The book was in fair shape it did smell like a basement and one of the pages was ripped.  That was not in the description of the book when I bought it.,2013-03-29,2013
5.0,0001472933,great book.  clarence larkin does a great job explaining daniel and how it relates to the bible and to the future.,2013-02-12,2013
3.0,0001472933,"This book was bought for my mom, who is advanced in her studies of prophecy.  I have some growing in knowledge.",2013-01-20,2013
