overall,asin,reviewText,time,year
5.0,0001384198,"This was one of my favorite stories as a child and I love it still.  I purchased the story (one with different pictures) and found that it just wasn't the same!  I was so disappointed!  So I searched until I found the same one I had as a child and this is it!!!  Love the message of continuing to try, of being helpful to others, and the role of encouragement.  I have purchased one for each of my grandchildren.  THIS ONE is the best!",2015-10-13,2015
5.0,0001384198,An enduring classic,2015-10-08,2015
5.0,0001384198,Thank you for making this an ebook.  One of my daughters favorites a great way to teach determination to your child.  If you could make a bilingual version in spanish that would be fantastic,2015-10-05,2015
2.0,0001384198,Didn't realize that this version is abridged!,2015-09-06,2015
5.0,0001384198,"This is hands down my son's book. A classic -- we have the version from when I was a child and bought this as back up since the ""vintage"" version is showing a little too much wear. Only down is that this book can be a bit lengthy and my son wants to read it every night/ day, multi times, so....
I also love that Little Engine is a female engine. Girl power.",2015-08-13,2015
5.0,0001384198,Great Book for the kids!,2015-07-17,2015
4.0,0001384198,"Yes, I can.",2015-07-12,2015
2.0,0001384198,"Not the full story I recall. I ordered this for my kids, but this seems to be a condensed version. Please look for the original book as this doesn't seem to be it. However, the basic concepts are there.",2015-07-05,2015
5.0,0001384198,very satisified,2015-06-10,2015
5.0,0001384198,"I have loved this story since I first read it to my children years ago.  There are lessons on persistence against seeming insurmountable odds, never giving up hope, seeking help until you get it, and encouraging others when times are tough.  I highly recommend this book for children of all ages.",2015-06-07,2015
5.0,0001384198,classic child book everyone should have,2015-05-29,2015
3.0,0001384198,Be sure to read book description. This book is the actual size of an index card. I purchased to share with a class of first graders and it was difficult to read to them and share pictures. Needed class magnifier to assist.,2015-05-25,2015
5.0,0001384198,"This classic has always been one of my favorite stories. I've I do believe I have tried to incorporate its timeless message into my life.  We should never give up, even if all the odds appear to be against us. We should believe in the possibility of our own strength. You can't necessarily count on those who appear to have the strength, or expertise, or life experience. Give a chance to the underdog. And that underdog just might be you!",2015-05-20,2015
4.0,0001384198,classic,2015-05-18,2015
4.0,0001384198,"I gave four stars, only because this version was quite small. However, if you love the story, I would suggest simply finding a larger version. There is so much to see in the pictures, and it can be missed in this small form. I think this would be a perfect gift to give away to guests at a train theme party, though!",2015-05-18,2015
3.0,0001384198,"When I bought this, the picture didn't give any hint as to the miniature nature of this book, so I was shocked when I opened the package and found this 4x4 little thing. I know that's my fault for not reading the item details, but I think the picture should make it more clear that this is basically meant to be a postcard, not a book for a child's collection.

I ended up sending it to a friend (all you need to do is stick three stamps on it and it's good to go), otherwise I'd post a picture to show that it's about the size of a coaster.",2015-05-18,2015
5.0,0001384198,great gift for little ones,2015-05-12,2015
5.0,0001384198,HAD THIS BOOK FOR MY CHILDREN WAS GLAD TO BE ABLE TO FIND IT FOR MY GREAT GRANDDAUGHTER,2015-05-12,2015
5.0,0001384198,"My 3 year old just loves this book: illustrations, narrative and overall message. It's a 'must read' for bedtime since he got it.",2015-05-04,2015
5.0,0001384198,I grew up reading this and my kids love it too!,2015-05-03,2015
5.0,0001384198,Excellent book with excellent message!,2015-04-20,2015
4.0,0001384198,"I was expecting the large book, so I was shocked when I received this tiny book!
I forgot to check the measurements. It ended up a great addition to a baby gift.",2015-04-18,2015
5.0,0001384198,This was a favorite book of my childhood. My original copy had long disappeared and I just really wanted the book and its message back in my collection. None of us are too old to absorb the messages that it brings. I'd suggest one copy for all grandparents and a additional copies as gifts for each grandchild. Actually ir would make a great graduation gift in todays world.,2015-04-09,2015
5.0,0001384198,Super cute classic children book. My son loves it,2015-04-07,2015
5.0,0001384198,So small. Story is changed,2015-04-07,2015
5.0,0001384198,"Bought for a shower gift, a favorite",2015-03-30,2015
5.0,0001384198,My son loves this book.,2015-03-21,2015
5.0,0001384198,Perfect book for all your little train lovers.,2015-03-20,2015
5.0,0001384198,"awesome book. i purchased this for my little nephew, but i think my (adult) sister loves this book more than he does.... probably because it's a throw back to our childhood..... not sure, but was a very good purchase. :)",2015-03-17,2015
4.0,0001384198,Small copy. Good for travel.,2015-03-10,2015
5.0,0001384198,"Cute little book -- great grandchild will love hearing what ""Daddy"" liked so well.  Like new!",2015-03-08,2015
5.0,0001384198,Good product and good service.,2015-03-06,2015
5.0,0001384198,Loved this book. My son gave it to his father an wrote in it...Thank you for showing me I can...,2015-03-06,2015
3.0,0001384198,Got this after a nostalgia surge (and losing all my Little Golden Books). Great to preserve the story and would not be something I'd mind being subjected to the inevitable crayons but I miss the heft and feel of a 'book' opening to a story.,2015-03-05,2015
3.0,0001384198,"Beware - this is an ""abridged"" version, so you're not getting the whole classic story here. I wanted the full one, so was disappointed.",2015-03-04,2015
5.0,0001384198,Loved this book as a child and love reading it with my 4 year old son!,2015-02-28,2015
5.0,0001384198,The book is nicely illustrated. My 3year old is engaged when we read this book. Excellent story!,2015-02-28,2015
5.0,0001384198,"What a classic, wanted my grands to read it",2015-02-28,2015
5.0,0001384198,A classic that is great for grandkids.,2015-02-23,2015
5.0,0001384198,Wonderful Book!,2015-02-12,2015
5.0,0001384198,Classic,2015-02-10,2015
5.0,0001384198,"This is our families favorite story. We have read this book regularly, and often daily, for the last three years (since I had our first child). I'm especially glad to have this book on my kindle :)",2015-01-28,2015
5.0,0001384198,A classic for every child.,2015-01-25,2015
3.0,0001384198,"This book is little, not your regular sized book.",2015-01-22,2015
3.0,0001384198,"classic! but somewhat surprised at size of book, very very small",2015-01-20,2015
5.0,0001384198,Bought as a gift for a 3yr. old boy's birthday!  He loved it!,2015-01-12,2015
5.0,0001384198,This was purchased for a new great-grandchild. It was one of my favorite books as a small child and I'm hoping Scarlett will love it as well.  I was thrilled that the artwork was like the original.,2015-01-09,2015
5.0,0001384198,arrived on time and as described,2015-01-06,2015
5.0,0001384198,Perfect,2015-01-06,2015
5.0,0001384198,My daughter reaaaaally loves Thomas. I've gotten her other train books and she likes them but always prefers her Thomas books. Until this one! This is probably her favorite book right now. It's such a classic! I remember loving it as a kid too. So happy I got it for her!,2015-01-04,2015
5.0,0001384198,"Small book about 5""x5"" and was a perfect stocking stuffer.  My daughter loves loves loves trains and this is a great addition to her train books.",2015-01-03,2015
1.0,0001384198,This was not what I expected. It was my least favorite version of this story that I have seen.,2015-01-03,2015
5.0,0001384198,"Not my kids favorite book, but they do keep coming back to it time after time. Not as much as other books but they definitely come back to it and enjoy it.  The artwork is nice, not perfect, but very nice.",2015-01-02,2015
1.0,0001384198,The book was in poor shape. The cover was all wrinkled and someone actually wrote their name on the inside! That should have been revealed in the description.,2015-01-02,2015
5.0,0001384198,"This is a small book, but covers and illustrates the classic children's story well.",2015-01-01,2015
5.0,0001381733,Childhood poems who could ask for more and illustrated by Tasha Tudor. Fantastic.,2015-12-04,2015
3.0,0001381733,"Disappointed in the illustrations.  Was looking unsuccessfully for the edition I had as a child. Cover was a little beaten up, but I expected that; it's very old.  I enjoyed re-reading the beautiful old poems.  Brought back wonderful memories of my granny reading them to me. I hope the mommy and baby-to-be to whom I'm giving this precious book will enjoy it as much as I.",2015-11-21,2015
5.0,0001381733,"it is a great child's book, I had it about 75 years ago as a child and it was a favorite.",2015-11-11,2015
5.0,0001381733,"Purchased this for my Husband's Grandma, she was born in 1925, and told me how she missed her Mother's copy of this book. Not the same as the one she had, but she was very pleased with this version.",2015-11-03,2015
5.0,0001381733,I have loved this book all my life.  It was a gift when I was small and I believe every child should read it- many times. I always feel better after I read it.,2015-10-22,2015
4.0,0001381733,Good,2015-10-11,2015
5.0,0001381733,AAA+,2015-10-08,2015
5.0,0001381733,Classic edition -- great way to introduce a favorite child to great literature. ......,2015-10-04,2015
4.0,0001381733,"I wanted this book for my future grandson.
My mother insisted on having it on hand so that she could read it to by daughter.
My daughter was thrilled to get it because it reminded her of her
grandmother.
We will all explain to Oliver why we love to read this book to him!",2015-09-29,2015
5.0,0001381733,A gift,2015-09-15,2015
5.0,0001381733,A gift,2015-09-15,2015
5.0,0001381733,Beautiful illustrations!,2015-09-05,2015
4.0,0001381733,"Its illustrations and text are lovely, but I was disappointed with it physically. This book is small, slight, lightweight. I had expected a book with more physical heft and substance. This book is not likely to survive long in a child's bedroom or library..",2015-08-30,2015
4.0,0001381733,Just as I remembered it as a child,2015-08-23,2015
5.0,0001381733,Love it!,2015-08-03,2015
5.0,0001381733,My granddaughter loves poetry (she is eleven).  This collection does not disappoint.,2015-07-18,2015
4.0,0001381733,I remembered them as more fun to learn..my grandkids are not wild about this one at all...,2015-07-04,2015
5.0,0001381733,"I love the illustrations in this book, but most of the rhymes are antiquated and will not hold the interest of today's kiddos.",2015-06-30,2015
4.0,0001381733,"Nice picture book, but many of the poems are antiquated and so do not hold the interest of little ones today.  Nevertheless it is a sweet book and if your little one enjoys rhymes, you may find this a good purchase.",2015-06-30,2015
5.0,0001381733,My children enjoyed these poems.  They now feel connected to Robert Louis Stevenson's childhood.  The illustrations are beautiful.,2015-06-26,2015
5.0,0001381733,Lovely poems and beautiful illustrations.,2015-06-24,2015
5.0,0001381733,My kids love these poems,2015-06-16,2015
5.0,0001381733,Brings back many childhood and parenting moments.,2015-06-11,2015
5.0,0001381733,Wonderful illustrations to classic poems,2015-06-06,2015
4.0,0001381733,A great read-aloud book for children with some classic poems.,2015-05-30,2015
4.0,0001381733,This is a very nice book. We have enjoyed reading it. I cannot say it is my favorite and my children aren't dying to read it either but it is a nice book of poetry. The subjects are all very serious. The illustrations are soft and lovely.,2015-05-24,2015
5.0,0001381733,Exactly what was described.,2015-05-15,2015
5.0,0001381733,I had this book when I was a child (in the early '40's) and want it to read to my newest Great Grandchild when he's a little older.,2015-05-07,2015
5.0,0001381733,"Love, Love, Love this book",2015-05-04,2015
5.0,0001381733,"I was thrilled with this book -- it was better than I expected for a book so old: clean, crisp, tight binding -- and superbly packaged. I've never seen anything packaged that well before. Thank you!!!",2015-04-23,2015
5.0,0001381733,"This book is in excellent condition (it was used).  I was pleasantly surprised by its quality, too.",2015-04-23,2015
5.0,0001381733,I enjoyed the rhymes of childhood memories in this book.  It made me think of days gone by with my little ones.,2015-04-22,2015
5.0,0001381733,EXCELLENT IN EVERY RESPECT!  SELLER A+++,2015-04-17,2015
5.0,0001381733,"Illustrations are beautiful!  Although the poems are a bit outdated, it's a classic that I believe should be in a child's library.",2015-04-08,2015
5.0,0001381733,Donated,2015-04-03,2015
5.0,0001381733,it is wonderful book to share splendid moments in family!!!,2015-03-31,2015
5.0,0001381733,Stevenson's masterful work is enhanced by Tasha Tudor's alluring art.,2015-03-15,2015
5.0,0001381733,Beautiful book,2015-03-09,2015
5.0,0001381733,One of my favorite book as a child. Urchased it for my granddaughter because there aren't any like it nowadays,2015-03-04,2015
5.0,0001381733,"Beautiful illustrations, excellent typography - a treasure",2015-02-11,2015
5.0,0001381733,"the sweetness of these words i carry with me, and for under $3 is there any better gift to give a parent/child? the price makes the gift not ""too precious"" to read and take off the shelf. every child should have a copy.",2015-01-20,2015
4.0,0001381733,They are cute poems.,2015-01-11,2015
5.0,0001381733,This arrived in great shape  it was just as discribed,2015-01-08,2015
3.0,0001381733,"Beautiful illustrations. Boring poems. Sorry, RL Stevenson.",2015-01-07,2015
5.0,0001381733,A classic that I purchased for my 3 young grandchildren.,2015-01-02,2015
4.0,0001381733,Lovely poetry. Classic and timeless,2015-01-02,2015
5.0,0001711296,Thank you! :),2015-09-15,2015
5.0,0001711296,good deal,2015-07-22,2015
3.0,0001711296,"It's really a fun book to read. The illustrations aren't by Seuss so I'm assuming this is probably one he'd never intended to publish. But it's out there now. And you've got your 1 star reviewers up in arms because the kid gets to stay in bed. OH NO! (Screams the logical person) a kid gets to sleep in? How terrible.
I read a review by a ""working parent"" (congratulations on being a part of the group known as everybody) who was so upset that it seems this book will derail her whole life. I think a little good parenting would prevent that. Plus, as a working parent it's kinda nice when the kids want to sleep in. It gives you a little down time. Was it the best Seuss book? No. Was it fun? Yes. Was it illustrated by Seuss? No. 3 stars.",2015-06-21,2015
5.0,0001711296,One of my favorites as a child and now it's one of my grand-daughters favorites!  I came in great condition too!,2015-04-29,2015
5.0,0001711296,My daughter has really enjoyed reading this book.,2015-02-15,2015
5.0,0001472933,As good a book on Daniel that you can find.,2015-11-02,2015
4.0,0001472933,It is a good read.,2015-08-15,2015
5.0,0001472933,All of Clarence Larkin Books are Great!  It is a good read.  You will be able to understand the Prophecy of Daniel the way he explains it and the Charts are detail in a way that is easy to understand.  Daniel ties into Revelation and this book will give you a great understanding!  Be Blessed.,2015-08-07,2015
5.0,0001472933,I received the book right away. Any book by Clarence Larkin is good.,2015-07-17,2015
5.0,0001472933,Great book,2015-05-04,2015
5.0,0001472933,If more of today's Bible prophecy teachers actually read and understood the book of Daniel they would know what is going on today.  I highly recommend you read this book to gain an understanding about why the crisis in the middle east and the rise of ISIS will impact the entire world.  I've read this book 3 times now and get more out of it each time.,2015-04-30,2015
5.0,0001472933,Great book.,2015-02-16,2015
5.0,0000230022,"Great little book that really drives home the concept of going beyond the Customers expectations and ""Wow-ing"" them with great care. This would be a quick and easy read that would help get the message across quickly on how Associates are supposed to treat their valued Customers.",2015-09-28,2015
5.0,0000230022,all ways quality,2015-06-18,2015
5.0,0001716069,Hilarious classic Seuss.,2015-12-31,2015
5.0,0001716069,"My children loved this book to the point that  we wore it out. Now I have purchased it for my grandchildren. Not only are the illustrations fun and interesting even to very young children, it teaches phonetic reading in a manner that the kids don't even know they are learning. All the stories are endearing.",2015-11-03,2015
5.0,0001716069,This is one of our favorite Dr. Seuss collections!,2015-08-07,2015
5.0,0001716069,Great classic for kids.  The King Looie Katz story about holding up his tail is the best! Book arrived in mint condition. Very satisfied! 5 stars.,2015-05-16,2015
5.0,0001716069,Seuss is Awesome.,2015-04-02,2015
5.0,0001716069,I had to buy more Dr. Seuss books for my son to meet his reading challenge at school. This book has three stories in it. He loved them all. Dr. Seuss is great!,2015-03-16,2015
5.0,0001716069,My daughter has really enjoyed reading this book.,2015-02-15,2015
5.0,0001716069,I gave this to one of the babies in the family as a gift.  I used to read this to a child who has ended up having to have a lot of courage and faith to live life well.  She has succeeded so far.,2015-01-27,2015
5.0,0001716069,I have been reading The Glunk That Got Thunk that is in this book for years to young children in our family.  They always enjoy it/,2015-01-15,2015
5.0,0002103826,GREAT BOOK AND NARRATION,2015-12-30,2015
5.0,0002103826,my husband loves it,2015-12-12,2015
5.0,0002103826,"Excellent, as always. I have read all of these stories before in his paperbacks but wanted them in ebook format. I have always greatly preferred his short stories, and this ebook reproduces them faithfully and, more importantly, in easy-to-read form.",2015-07-31,2015
5.0,0002103826,Love his stories.,2015-04-20,2015
4.0,0002103826,ITEM AS DESCRIBED,2015-04-10,2015
5.0,0002103826,"My wife and I enjoy all of L'amour's stories.  We like doing business with
Amazon too!
Tom Wall
Jackson, MO",2015-01-11,2015
5.0,0001937987,Very detailed.,2015-12-13,2015
5.0,0001937987,for college course...,2015-09-15,2015
1.0,0001937987,"The publisher only allows this book to be on 3 devices.  It says this in the fine print at the bottom of the Amazon page, but stupidly I did not read down that far.  It is an essential textbook with great illustrations, really well written, comprehensive and clear.  The publisher however is not comfortable with the digital world yet.",2015-09-02,2015
5.0,0001937987,I received everything as promised; I am very pleased with this purchase. Highly recommend this seller.,2015-08-13,2015
5.0,0001937987,"This book is not only delightfully, unflappably British (""of course"" says Sophie's mum when a Tiger turns up at their door and asks to join them for Tea) but can also be told with the lights off in English or Mandarin (we are a bilingual family) as we drift off to sleep. We have baby milk powder tins set aside to convert into Tiger Food cans - this book steps off the page for our family and forms part of our shared wonder and imagination. Which is a relief, because manufacturing wonder and imagination all on ones own is exhausting. So thank you Judith Kerr and her illustrator.",2015-08-12,2015
3.0,0001937987,"Honest review: Purchase this is if you are a doctoral level student looking for excellent cell biology details and experiment run-throughs.  If you are a medical, pharmacy, PA, NP, or nursing student, I would not bother with this text, as it is too detailed for that field.  Your time would be better spent on another text.",2015-07-18,2015
5.0,0001937987,"A favorite book in our family for 2 generations.  A tiger comes and eats EVERYTHING in the house.  At the end of the book the family goes out for dinner,  I laughed as a young mom reading it to my kids thinking what a great idea to get dinner out.  Every now and then in our family ""The Tiger comes to Tea"" and we have to go out.  That still makes my husband laugh.",2015-07-14,2015
1.0,0001937987,"Id give the story and illustrations 10 stars if I could, but the fact that this had to go in the other room to offgas after giving us a headache makes me want to give it negative 5 stars.  Who regulates the books coming out of china these days! The chemicals are horrendous! Sweet story time makes us sick thanks to these books!",2015-06-24,2015
5.0,0001937987,Classic. My children loved this story in the 1980s and now my granddaughter loves it too. Highly recommended.,2015-05-15,2015
5.0,0001937987,"When I read this story at a local school, there was little reaction to the tiger eating everything in the pantry-- but when he drank all daddys; beer,, the children said, ""Oh, no!""",2015-03-16,2015
5.0,0001937987,I thought it was delightful.  I purchased it for my 8 month old niece who seems to enjoy it too.,2015-01-14,2015
4.0,0001937987,The text is easy to understand and has plenty of images and descriptions to help explain material. The book could be organized more effectively and certain portions could be explained more straightforwardly.,2015-01-12,2015
4.0,0002117010,Bought it as a present for someone else but read it as a boy just when it was originally published,2015-04-11,2015
4.0,0002117010,"Was enjoyable and most interesting movie but difficult to understand a lot of the conversations due to the strong  English dialect; however, after movie was viewed, my wife found we could have input English/American translations on the screen.",2015-03-18,2015
5.0,0001983008,Great story.  Good sturdy book just the right size for a toddler.  I could not find this at any book stores but found it here on Amazon.  Love it!,2015-01-15,2015
5.0,0001712764,"Perfect book for my one year old. It's short enough to keep her attention with lots of colors and pictures, but long enough that I don't have to read 8 short books to fill in our story time before bed.",2015-12-17,2015
5.0,0001712764,My Kids LOVED this book & so will our 2 new grand babies!!!,2015-11-10,2015
5.0,0001712764,Good silly book!,2015-11-05,2015
5.0,0001712764,"One of my favorite Dr. Seuss books.  Purchased it 42 years ago for my children, and recently for each one of my grandchildren.",2015-09-28,2015
5.0,0001712764,was a gift fora baby shower where the theme was dr seus,2015-08-17,2015
5.0,0001712764,Fast shippingGreat book..Highly recommend it for reading to very young children.,2015-08-14,2015
4.0,0001712764,I love this book up until the last page where they show the humans throwing the bird and the mouse out the door.,2015-06-11,2015
5.0,0001712764,Read this to my sons whom loved the book.  So had to get it for a granddaughter.  Still can read this without looking at the words.  Love the book!,2015-01-23,2015
5.0,0001720279,Arrived in time. Product was exactly as promised.,2015-12-30,2015
5.0,0001720279,"This is a really special book that was written by Dr. Seuss in his living years. I brought him great joy but also great sorrow because he never felt the book was what he wanted it to be and it ended up being an unpublished piece until after his passing. Upon his passing his secretary and a few friends helped get it published. The story is super cute, the ides is excellent and the fact that they were able to publish one of his works after is passing is great. I love it, I use it in circle time at my daughter's school and they love it.",2015-11-12,2015
5.0,0001720279,My favorite Dr Seuss book; rhythm and rhyming is great.,2015-09-02,2015
5.0,0001720279,It was an excellent book. I would think that any Seuss fan would find it fabulous.,2015-08-30,2015
5.0,0001720279,love,2015-06-12,2015
5.0,0001720279,I love this book! Especially now when Common Core is being pushed.,2015-05-17,2015
5.0,0001720279,Love this book! Very fast service.,2015-05-03,2015
5.0,0001720279,A fund unique book for that special teacher,2015-04-30,2015
5.0,0001720279,I love this story.,2015-04-14,2015
5.0,0001720279,Wonderful. THE book to read to your students prior to testing. Gives confidence to students before the ubiquitous testing.,2015-02-12,2015
5.0,0001720392,purchased as a gift,2015-12-26,2015
5.0,0001720392,I love this book. Great beginning reader for kids. The pop ups are fun for kids. I purchased for my collection on my kindle.,2015-12-20,2015
5.0,0001720392,I love all of the Dr. Seuss books to read to my kids.,2015-12-19,2015
5.0,0001720392,Always great !,2015-12-17,2015
5.0,0001720392,"This was my favorite Dr. Seuss book as a child and it remains so today.  This book with its clever, but simple rhymes makes it the best book to give to friends with children.",2015-12-05,2015
5.0,0001720392,Nephew loved this book.,2015-12-05,2015
5.0,0001720392,Classic,2015-12-02,2015
5.0,0001720392,Awesome book.  Exactly what we were looking for.  My daughter wanted her very own copy.  This is the same book that I read as a kid.  It is great to get a hardback book for the price of a paperback.  Amazon is great.  You have to love two-day shipping with Prime.,2015-11-27,2015
5.0,0001720392,He likes the river wahoo and the name Solla Sollew.the book has great rhyming. He thinks all six year old should read it out loud to their parents like he did.,2015-11-26,2015
5.0,0001720392,Classic Dr. Seuss,2015-11-23,2015
5.0,0001720392,"The classic book for bedtime! As always, great quality book. Shipped on time",2015-11-22,2015
4.0,0001720392,Dr. Seuss is always good.,2015-11-20,2015
5.0,0001720392,classic,2015-11-16,2015
5.0,0001720392,cool,2015-11-16,2015
5.0,0001720392,bueno,2015-11-13,2015
5.0,0001720392,:),2015-11-13,2015
1.0,0001720392,"Wah, I did not buy this???",2015-11-12,2015
5.0,0001720392,"A classic! Just like many, I grew up with this and other Dr. Seuss books so I was happy to buy it for my children. My son, now 3, mentions Sam I Am every time we remind him that he may like something that he's refused without trying. I'd say a third of the time he is encouraged to actually try it. He refused eggs from infancy until the week after we started reading this book. As he's shoveling them down he shouts ""I like it! I like green eggs and ham!"" This was an unexpected outcome of simply wanting to share some of my childhood favorites with my kids. As a mom struggling to get enough protein into my meat-phoebic toddler I couldn't be happier!",2015-11-06,2015
5.0,0001720392,"A classic and a favorite of mine growing up, now trying to read it to my 3 year old twins, they're not too receptive to it yet but I think very soon they will be.  Definitely go for the hardcover version, just wish the corners were a little less 'sharp,' we didn't leave the books out when the kids were younger to be safe.",2015-11-02,2015
5.0,0001720392,My new favorite! A definite must to add to your bookshelf.,2015-10-29,2015
5.0,0001720392,love it,2015-10-26,2015
5.0,0001720392,Great book,2015-10-24,2015
5.0,0001720392,My kids and now my grandkids love this book.,2015-10-23,2015
5.0,0001720392,"Who doesn't love Dr Seuss! This is a must have for any child's library, whether large or small child that is.",2015-10-19,2015
5.0,0001720392,"What can I say - this has been a classic since before I was young, and my children love it.

I think I may have exceeded 1,000,000 readings of this book, one way or another, and we still all enjoy it :)",2015-10-19,2015
5.0,0001720392,loved it...good book,2015-10-15,2015
5.0,0001720392,All time favorite and feel that each parent should order and read this book to their children.  number 1 pick..,2015-10-15,2015
5.0,0001720392,"Green Eggs and Ham was my favorite book growing up, and it was my daughter's favorite book, and it is fast becoming my grandsons favorite book.
I think that is the best review you could get, so get this book!",2015-10-13,2015
5.0,0001720392,GREAT - grand daughter loves this book,2015-10-13,2015
5.0,0001720392,ok,2015-10-11,2015
5.0,0001720392,Love this book and am anxious to hear how my Great Granddaughter likes it when she's old enough to hear it.,2015-10-10,2015
5.0,0001720392,Fun full-length story good for bedtime.,2015-10-07,2015
5.0,0001720392,"I tutor an adult literacy student whose native language is not English. I bought this book to read to her, and have her read to me, as a tool in understanding rhyming. She enjoyed it so much and laughed the entire time. She had a better understanding of rhyming and loved the book! Mission accomplished.",2015-10-07,2015
5.0,0001720392,This is a classic in children's literature. This book was a part of a baby shower for my upcoming grandson...ham sandwiches with green deviled eggs! It was perfect!,2015-10-04,2015
5.0,0001720392,A classic.  If someone didn't give this book five stars they probably hate America.,2015-09-27,2015
3.0,0001720392,My daughter enjoyed this book.  She thought it to be funny and one of the most inspiring books she has ever read,2015-09-26,2015
5.0,0001720392,It's a classic that all kids should have!,2015-09-26,2015
5.0,0001720392,Dr. Seuss never fails to please.,2015-09-21,2015
5.0,0001720392,Never loses it appeal.  The 5 year old is able to read on his own which is a great boost for him.,2015-09-08,2015
5.0,0001720392,LOVE it!!! My daughter who is new at reading is able to practice her reading with this book. We love it!!,2015-09-06,2015
5.0,0001720392,Great book for kids.,2015-09-05,2015
5.0,0001720392,baby shower,2015-09-04,2015
5.0,0001720392,"Who DOESN'T love Green Eggs and Ham? Heck, even mister Grouch Guy liked Green Eggs and Ham after the story was over! You do not like them, so you say, try them, try them, and you may! He would eat them with a goat, he would eat them on a boat! In the rain, in the dark, on a train, in a car and in a tree, they are so good so good you see! He would eat them in a box, he would eat them with a fox. He would eat them in a house, with a mouse! He would eat them here or there, he would eat them ANYWHERE! He does he does so like green eggs and ham, he does he likes them, thank you thank you, Sam I Am!

Beginning readers love this book for it's simple words fun story, and silly (but sneakily educational) simplistic didactic rhythm of the poem, which helps young readers to learn and remember (ask yourself why you still remember the words to this book after so many years!). Additionally, it enforces the lesson to TRY something, even if it looks weird, you may like them! You cannot say you don't like something until you have tried it!",2015-08-30,2015
5.0,0001720392,A classic,2015-08-29,2015
5.0,0001720392,gift,2015-08-28,2015
5.0,0001720392,I still laugh at this. Ha ha ha!,2015-08-25,2015
5.0,0001720392,Great book.,2015-08-25,2015
5.0,0001720392,"I love this book! I loved it as a child, I read it to my children and now I have the joy of reading it to my granddaughter.",2015-08-18,2015
4.0,0001720392,My son loves this book. Probably his favorite dr Seuss  book. It is a bit of a tongue twister though.,2015-08-18,2015
5.0,0001720392,Great to read to my Grandson!,2015-08-17,2015
5.0,0001720392,Everyone loves this book.,2015-08-14,2015
5.0,0001720392,"I do not want green eggs and ham, I do not want them, Sam I am!
I can recite this in my sleep, having read it to my kids, nieces, nephews and now, grand's that enjoy the telling so much they want it read twice..at least.",2015-08-13,2015
