overall,asin,reviewText,time,year
5.0,0001384198,Great children's book; my sons loved it and now my nephew will too!,2016-09-15,2016
5.0,0001384198,Just like when I was a kids :),2016-09-08,2016
5.0,0001384198,"Loved this book as a child, a teacher, and a grandma. A classic theme of perseverance and believing in yourself.",2016-09-07,2016
5.0,0001384198,"Wonderful beginning of school year.
Great introduction for Growth Mindsets.",2016-09-04,2016
5.0,0001384198,Thanks!,2016-08-25,2016
3.0,0001384198,"Great story, but why, why did they have to make the hero train a girl??  Leave the original as it is!",2016-08-23,2016
5.0,0001384198,"A favorite, classic book.",2016-08-19,2016
5.0,0001384198,"A cute story, cute illustrations, and a nice moral.  Never Give Up!",2016-08-16,2016
3.0,0001384198,A lot smaller than i thought it would be. I don't advise for kids under 2. My son can tear these pages up in a heartbeat.,2016-08-03,2016
5.0,0001384198,This was one of my childhood favorites.  I love the illustrations and the story.,2016-07-30,2016
5.0,0001384198,My kids love this book. It's a great message and a classic,2016-07-27,2016
5.0,0001384198,Satisfied,2016-07-26,2016
1.0,0001384198,"Sadly not what I remembered as a child.  It is as simplistic and corny and without depth as it's time, I guess.",2016-07-20,2016
5.0,0001384198,This is another book I read to my son everyday when he was young.,2016-07-11,2016
5.0,0001384198,great item,2016-07-07,2016
5.0,0001384198,Classic children's story,2016-06-20,2016
5.0,0001384198,Bought this for a baby gift.  A classic book about not giving up.  One of my kids favorites.,2016-06-20,2016
5.0,0001384198,My students enjoy this story.,2016-06-19,2016
4.0,0001384198,good book,2016-06-17,2016
5.0,0001384198,my wife had never heard of this book so i bought it for her birthday.,2016-06-15,2016
5.0,0001384198,Given as a baby shower gift. This book is a classic. Great item.,2016-06-15,2016
5.0,0001384198,"Bought as a replacement for my son, who had read his first copy so many times it is in tatters....",2016-06-10,2016
5.0,0001384198,How could any parent (or grandparent) not read this to a child?!  One of my favorite memories---and my 35 year old son says the same thing!,2016-06-09,2016
5.0,0001384198,"I begged my mother to read this book to me over and over. And because she loved me she did. Still, some 60+ years later, I look to this book for comfort and inspiration.",2016-06-08,2016
5.0,0001384198,Best book in the world!,2016-05-19,2016
1.0,0001384198,"What ought to be a simple story about a train engine has been turned into a long, convoluted story mostly about a clown. Sad to see a classic story ruined so thoroughly.",2016-05-15,2016
5.0,0001384198,"This is my son's favourite book!  He has gone through two copies of this book (he sleeps with it in his bed).  He had the ""normal"" sized version before, but this mini version seems to be holding up much better!  A little hard for me to read the type without my glasses on, but I pretty much have it memorized by this point. ;)  Such a classic book.  I love it!",2016-05-11,2016
5.0,0001384198,My favorite all time book. I was given this book when I was 2 years old and ever since I have loved the story and the positive message. Always try your best and never give up. IF you think you can do something you can.,2016-05-09,2016
5.0,0001384198,"Just what I was looking for to give to my new little nephew
who is battling a serious disorder.",2016-05-08,2016
5.0,0001384198,"This a great book.  Thanks to many reviewers for your comments. I carefully chose the hardcover original which did not disappoint. The Little Engine That Could (Original Classic Edition) Hardcover  July 31, 2001 by Watty Piper (Author), George Hauman (Illustrator), Doris Hauman (Illustrator).  It's a lovely story and it does have the ""I think I can, I think I can, I think I can....."".  I would highly recommend this book in hardcover.",2016-04-27,2016
5.0,0001384198,I remember this book from 45 years ago but it was a different author? Same title and story-line.,2016-04-26,2016
5.0,0001384198,A children's classic!,2016-04-25,2016
5.0,0001384198,A family favorite.  I prefer this original and classic book.,2016-04-23,2016
1.0,0001384198,WAY smaller than expected and it's cheaply made... I wouldn't purchase again. My baby is going to tear it to shreds.,2016-04-21,2016
4.0,0001384198,the little blue engine never rage quit even though he had every reason in the world to do it,2016-04-15,2016
3.0,0001384198,"I remembered this book as a classic, and my son loves trains, so I got it for him. The pictures are a bit old style, but the book is high quality construction. My main complaint is that this book is not fun to read, and since my son loves trains, I have had to read it many times. I would recommend getting the Thomas the train books instead.",2016-04-07,2016
5.0,0001384198,A Classic!..,2016-03-30,2016
5.0,0001384198,This book belongs in the heart of every child.  It will continue to be a guide their whole life.,2016-03-29,2016
3.0,0001384198,"Classic book-- just didn't realize I was buying a tiny version of it. My fault for not checking the dimensions, but it seems it could have been more clearly marked...",2016-03-27,2016
3.0,0001384198,"I have always enjoyed reading this story to my kids, but did not realize that this was a tiny book, it was my fault for not reading the description carefully.  This is a VERY small book.",2016-03-26,2016
1.0,0001384198,"This is a miniature, abridged version of the book that you can mail to someone. This isn't written super clear in the description. Was very disappointed when I saw it wasn't the actual book.",2016-03-15,2016
5.0,0001384198,"I read this book as a kid, and I loved it. I bought this copy for myself.",2016-03-11,2016
5.0,0001384198,Wonderful book!  Teaching valuable morals.  Beautiful illustrations as well.,2016-03-09,2016
5.0,0001384198,The is the companion book that I give with OH BABY THE PLACES YOU WILL GO.  Keep reading it through childhood and let your child know that with work and a positive attitude s/he can accomplish wonderful things.,2016-03-01,2016
5.0,0001384198,Great book.,2016-02-29,2016
5.0,0001384198,one of the best books ever.,2016-02-24,2016
5.0,0001384198,"Lovely book, large format, not a board book. Lovely illustrations and story.",2016-02-21,2016
2.0,0001384198,The book is too small for my two year old to pay attention to.,2016-02-17,2016
1.0,0001384198,"To tiny, my son hates it",2016-02-10,2016
5.0,0001384198,i can't even believe how many nights my son has picked this book at bedtime. He first got it when he was almost 2 and now he's 3+ and still loves it. The pictures are bright and gorgeous. I love the emotions on the characters' faces. We've used this book to teach my son about saying please and thank you and about trying hard and helping. Bonus: the main character little engine that could is a GIRL. So so so many of the kids' books have male protagonists. For animals and trains and trucks they are almost always boys.,2016-02-01,2016
5.0,0001384198,"I buy books for my nephew, who turned 1 on Christmas Day. My brother and sister-in-law read to him every day so I buy all ranges of books to add variety for them (the adults). This is a great, classic story. I like the illustrations in this version.",2016-01-26,2016
4.0,0001384198,"I would give 5 stars, but the book we received from Jenson Online Inc. had an address label on the back that was almost impossible to remove and left some residual sticky film that I've had trouble with.  I wasn't expecting this when I ordered the book.  Of course the book gets 5 stars though.  4 stars for having to remove the frustrating address label.",2016-01-23,2016
5.0,0001384198,Very cute!,2016-01-18,2016
5.0,0001384198,Perfect size for little hands.  Delightful story and positive message told.  Its a classic every family should own. Excellent quality. Great Buy. Highly recommend.,2016-01-17,2016
5.0,0001384198,Every child needs to have this book!,2016-01-11,2016
5.0,0001384198,"My 3 year old LOVES this book.  This is the first one he goes to when we do our nightly reading.  Super cute story, kind of sad, but has a happy ending!",2016-01-10,2016
5.0,0001384198,Read this as a child and now I read it to my grandson. He loves it,2016-01-10,2016
5.0,0001381733,Thanks,2016-12-23,2016
5.0,0001381733,I grew up with this book' it was my favorite.  I bought this ebook version so I'd always have it to read to grandchildren.,2016-12-16,2016
1.0,0001381733,"Terrible. This is just photocopied paper glued in a book. Titles aren't even on the same pages as some of the poems. Poor quality.
Would not buy.  Deserves zero stars.",2016-12-07,2016
5.0,0001381733,It was beautiful book when I was a child and it is a beautiful book today - 70 yrs later,2016-12-02,2016
5.0,0001381733,Great!  As expected.,2016-11-23,2016
1.0,0001381733,Wasn't as fancy as I'd hoped,2016-11-05,2016
5.0,0001381733,"I love the book, and I hope my grandchildren will too.",2016-10-17,2016
5.0,0001381733,Remarkable!  What a great contrast to Treasure Island!,2016-10-11,2016
5.0,0001381733,As promised and delivered on time,2016-10-05,2016
5.0,0001381733,"Great book, delivered promptly. Enjoying the verses with my grandson",2016-09-17,2016
1.0,0001381733,"Terrible, blurry, faded reproduction of original book. This product deserves no starts. Amazon shouldn't sell it at all.",2016-09-16,2016
1.0,0001381733,"The Kindle version of the Everyman's Library Children's Classics is poorly formatted. Some of the poems which originally appeared within illustrations are ONLY in the illustration, and the illustrations are small and not very high quality, so those poems are difficult to read.",2016-09-09,2016
5.0,0001381733,Beautiful book.,2016-09-07,2016
4.0,0001381733,This was a gift,2016-09-03,2016
4.0,0001381733,Great reading for my granddaughter,2016-08-30,2016
5.0,0001381733,Who couldn't love this?,2016-08-29,2016
5.0,0001381733,I bought this book for great granddaughter.  I'll have to wait and see how she likes it.,2016-08-28,2016
4.0,0001381733,Very good,2016-08-23,2016
4.0,0001381733,Pages are thin. Child would easily tear even with supervision. Putting it away for a few years.,2016-08-17,2016
5.0,0001381733,Beautiful illustrations of favorite childhood rhymes.,2016-08-13,2016
5.0,0001381733,"This beautiful, gentle book was a birthday gift for a just-turned 8 year-old little girl. The illustrations and literature inside this book are charming and enchanting.",2016-07-27,2016
4.0,0001381733,Love this book!,2016-07-21,2016
5.0,0001381733,"It has all the wonderful poems and stories I read to my boys when they were little. They were also read to me by my mom many years ago, and I love them and want to pass them on to my grandchildren.",2016-07-14,2016
5.0,0001381733,The perfect gift from adults who follow through and read it with children.,2016-07-05,2016
3.0,0001381733,Stevenson's poems are wonderful but it's hard to read them in this book because they follow one another with little break between then and there are no pictures in it at all.  I wish I'd paid a little more and gotten a better version.,2016-06-28,2016
5.0,0001381733,Beautiful verse.  A book every child should have read to them and then read it themselves.,2016-06-27,2016
1.0,0001381733,Layout was very odd. Would not recommend.,2016-06-21,2016
5.0,0001381733,"Great memories----60-70 years ago, and I can still quote lots of them.  Now I'll have to explain some words (counterpane) and lifestyles and that should make more great memories!  Book and illustrations are excellent.",2016-06-09,2016
1.0,0001381733,"I wanted my son to have poems to memorize.  This is a cheap knockoff that can't even spare a page for a single poem. It just has them one after another with little distinguishing between one and the next except a slight change in font of the title.  Truly a cheap, flimsy book.  The poems are lovely, so I suspect that being out of copyright this is just an attempt to grab at money without putting quality into it. The paper is possibly the lowest quality you can buy.

The poems deserve better.",2016-06-06,2016
4.0,0001381733,It contained all of the classics with a modern cover.,2016-06-01,2016
5.0,0001381733,"Most of the old poems still hold up. Some, though, are dated by their first-world views. We can read them now and learn how the world has changed, then skip them in the future.",2016-05-29,2016
1.0,0001381733,THE BOOK IS A VERY SMALL PAPERBACK WITH NO ILLUSTRATIONS,2016-05-25,2016
5.0,0001381733,perfect,2016-05-24,2016
2.0,0001381733,"No objections to the poetry, but the printing is quite off. Some of the poems are printed on opposite pages, separated by large pictures. Makes it difficult to keep the flow of the poem.",2016-05-22,2016
1.0,0001381733,"I have never been so insulted by a publisher's work (or lack thereof). What should be a lovely, classic book for children turned to be nothing but a cheap knock-off. Starting with the author's bio page, which was titled ""Jane Austen,"" followed by very grainy, low-quality pictures that had little to do with the subject, poem titles at the beginning and end of poems (the first poem ended with ""Bed Bed in in Summer Summer), oddly placed blank pages, and poem titles at the end of one page with the poem following on the next. I was so disgusted, I couldn't even show it to my child, lest he think that this was appropriate work. Robert Louis Stevenson is probably rolling over in his grave. Publisher: CreateSpace Independent Publishing Platform; Prm Ill edition (April 4, 2016)",2016-05-15,2016
5.0,0001381733,Will love reading these classic poems to my granddaughter.  Beautiful illustrations.,2016-05-01,2016
5.0,0001381733,excellent illustrations classic children's book,2016-04-27,2016
5.0,0001381733,Thanks,2016-04-23,2016
5.0,0001381733,Christmas presents,2016-03-26,2016
5.0,0001381733,This is my favorite children's book.  No child should be without it.,2016-03-24,2016
1.0,0001381733,"I purchased the ebook version from a link on the Tasha Tudor product page for A Child's Garden of Verses, assuming the e book was identical to the paperback and hardcover versions illustrated by Ms Tudor. It is not. I have notified Amazon that perhaps they want to delete the link from the Tasha Tudor page.",2016-03-19,2016
5.0,0001381733,Thank you for the quick response!  Just the Book I was looking for my 101 yr. old Grandma!,2016-03-17,2016
5.0,0001381733,"My parents shared these verses with me when I was very small, and I grew to love them. Reading them now in my sixties brings back memories of carefree times.
I for one find it interesting that the same man who wrote these verses also wrote of Dr. Jekyll and Mr. Hyde.",2016-03-03,2016
5.0,0001381733,Great condition.  Loved the illustrations as a child.,2016-02-27,2016
5.0,0001381733,Excellent!!,2016-02-18,2016
5.0,0001381733,Excellent!!,2016-02-18,2016
5.0,0001381733,This is a lovely edition of these verses.,2016-02-05,2016
5.0,0001381733,Beautiful book of RLS poetry. The pictures are delightful and captivating for young children. Every family should have this in their library.,2016-01-27,2016
5.0,0001381733,"a lot is first person.  i see so much so vividly since i grew up with this wonderful book and still remember bits of it.  i used to dream about the little boats that rls would set onto the surface of the river and think of where they would go, what adventures they would have, it set me dreaming and does so still.  away down the river, a hundred miles or more, other little children will bring my boats ashore.",2016-01-23,2016
5.0,0001381733,What the world needs now. Read this to your children!,2016-01-23,2016
5.0,0001381733,We adore this book!  I spent the entire school year slowly savoring the poetry with my daughter.  And Tasha Tudors art work is so lovely that I decided to use this extra copy (we already owned the book) to frame some of the poems and decorate my daughters room with them.  A book that will be treasured for years to come.,2016-01-07,2016
4.0,0001711296,My 7 year old likes dr Seuss this one is cute,2016-09-20,2016
5.0,0001711296,She loves it.,2016-08-07,2016
5.0,0001711296,"My grandma used to read this to me when I was little, and I absolutely loved it. Now I can read it to my own children!",2016-08-03,2016
5.0,0001711296,Fits me perfectly.,2016-05-31,2016
5.0,0001711296,"This Book should be required reading to ALL children all over the World. Its about how it doesn't matter where you came from or how you live, we all have the ability to be a Friend.  No judgements.. just Friends. Its beautifully illustrated and I know its being re-released but I have a fear they will change the Amazing graphics.. and if they do change them, I'll be extremely sad.",2016-04-19,2016
5.0,0001711296,discovered this book at library and loved it so much we wanted our own copy. another great for Dr Seuss,2016-03-11,2016
5.0,0001711296,Thank you. :),2016-01-22,2016
5.0,0001711296,cute book in great concitio n,2016-01-07,2016
4.0,0001472933,Great resource.,2016-12-01,2016
5.0,0001472933,Great study on the Bible,2016-10-22,2016
5.0,0001472933,Almost 100 years old and right on the current events.  The truth is powerful and timeless.,2016-10-17,2016
5.0,0001472933,Clarence Larkin's knowledge of the Bible was exemplary.  He is a strong dispensationalist so many would have a problem with that position.  But I learned so much from reading this book.  His insight into Daniel and the times in which he lived apart from what the Bible tells us is tremendous.,2016-07-27,2016
5.0,0001472933,"Clarence Larkin always provides a clear, well discerned explanation of the Holy Bible in his books, and he is never outdated.",2016-04-30,2016
4.0,0001472933,Great,2016-01-12,2016
5.0,0001716069,i love all seuss. here's another for the collection.,2016-08-02,2016
4.0,0001716069,Great for children,2016-06-30,2016
5.0,0001716069,Kinda mis leading I thought this books was about licking tigers but it actually about a kid that has a chip on his shoulder and wants to beat up things,2016-05-23,2016
5.0,0002103826,I have enjoyed this book.,2016-11-25,2016
5.0,0002103826,AAA+++  HIGHLY RECOMMENDED SELLER.,2016-09-26,2016
5.0,0002103826,good book,2016-09-10,2016
5.0,0002103826,"Great short stories from Louis L'Amour. Good clean wild west stories, some violence but it was the wild west.",2016-07-18,2016
5.0,0002103826,"Great story, well produced and narrated.  Good buy!",2016-06-09,2016
5.0,0002103826,AOK,2016-03-10,2016
5.0,0002103826,Mr l'amour does not write bad stories.  Love all his books.,2016-02-09,2016
5.0,0002103826,"My bookcase contains 19th-Century material almost entirely.  Many authors.  I'm a big collector of Louis L'Amour books.  He knows how to tell 19th-Century stories, albeit it fiction, better than any author I've read.  Will order more books.",2016-01-27,2016
5.0,0002103826,Purchased this as a gift for my father in law. He was excited to receive.,2016-01-20,2016
5.0,0001937987,Just amazingly funny and sweet - a joy to read.,2016-09-04,2016
5.0,0001937987,very charming story....probably best for 4-5 yr olds.....and great for parents!,2016-02-18,2016
4.0,0001937987,Needed this for a class. It helps to clarify points of confusion fairly well.,2016-02-08,2016
5.0,0001937987,Absolutely charming!,2016-01-12,2016
5.0,0001712764,My 4 year old really enjoyed!,2016-12-16,2016
5.0,0001712764,awesome,2016-05-03,2016
5.0,0001720279,My son loves it and the illustrations are amazing.,2016-12-31,2016
5.0,0001720279,"Dr. Seuss is always fun and goofy.  I had never heard of Differndoofer Day, but my kids and I loved it the minute we read it together!  Great for any home or classroom.",2016-11-06,2016
5.0,0001720279,I read this before testing,2016-07-02,2016
5.0,0001720279,Just what I wanted,2016-06-13,2016
5.0,0001720279,Excellent!  Students truly understood the humor as it relates to their own mandated testing.,2016-03-25,2016
5.0,0001720279,Cute book!,2016-03-11,2016
5.0,0001720279,We bought these for our kids teachers for their end of the year thank you gift. It is such a cute books and they loved them! Home run!,2016-01-10,2016
5.0,0001720392,"Like all Dr. Seuss books, this is a great book for children. From the reviews of teachers and such, it's also a good book for children who are just learning to read.  Ol Sam I Am goes through a series of adventures, and each page has pictures related to the words on the page.  My two and three year old grandchildren enjoy it immensely.  We even made green eggs, using pesto sauce.  On balance the book is better than the eggs!  But the kids liked the ham.",2016-12-31,2016
5.0,0001720392,prefect!,2016-12-30,2016
5.0,0001720392,great Christmas gift,2016-12-27,2016
5.0,0001720392,Book was in great condition,2016-12-26,2016
3.0,0001720392,The quality of this used item wasn't as good as I was expecting.,2016-12-26,2016
5.0,0001720392,Love! Enjoyed reading this to my 4 year old son!,2016-12-16,2016
5.0,0001720392,love this book,2016-12-15,2016
5.0,0001720392,"A young man going out on his own for the first time encounters difficulty.  He gets lured on and on by the Utopian promises of various characters, and finally realizes that the best solution is to take responsibility for his own well-being.",2016-12-08,2016
5.0,0001720392,"My little brother's favorite book when he was little, soon to be my nephew's favorite.",2016-12-06,2016
5.0,0001720392,"Really love this one (it's one of my  favorites!).  It teaches how fun it can be to try different things.  In particular, of course, different foods.",2016-12-01,2016
5.0,0001720392,Great book.  Kids loved it.,2016-11-29,2016
5.0,0001720392,"Classic book, great price",2016-11-24,2016
5.0,0001720392,6th grade students love it@,2016-11-18,2016
5.0,0001720392,"Great classic book purchased for our grand daughter, she loves it.",2016-11-16,2016
5.0,0001720392,We have enjoyed this story for generations now.  It is a proven winner!!,2016-11-16,2016
5.0,0001720392,This book is a classic and takes me back to my childhood!  Now I'm reading it to my son and he loves it too.  This is a nice hardcover and a perfect size for little hands.  It's our 4th Dr. Seuss book added to our collection and it won't be the last.,2016-11-15,2016
5.0,0001720392,I love it. I used to have my mom read this book over and over. I memorized the lines. Love this.,2016-11-13,2016
5.0,0001720392,Such a great book for kids who always seem to want more and better!,2016-11-11,2016
5.0,0001720392,dr. suess books are wonderful,2016-11-08,2016
5.0,0001720392,A classic.,2016-11-06,2016
5.0,0001720392,"A Classic. My kids love it. They loved our old copy to pieces, so this was a replacement.",2016-11-05,2016
5.0,0001720392,"Classic read, love this story.  Amazing, helped my little Russian girl learn English in a WEEK.",2016-11-02,2016
5.0,0001720392,A classic. Can't go wrong.,2016-10-17,2016
5.0,0001720392,great,2016-10-14,2016
5.0,0001720392,"It's Green Eggs and Ham, It's a classic and my kids love it!",2016-10-07,2016
5.0,0001720392,American Classic.,2016-10-05,2016
5.0,0001720392,Nothing to say,2016-10-02,2016
5.0,0001720392,My 2 year old great niece was so happy to get this book. She was jumping up and down with the book in her hand. She even slept with it under her pillow. This morning she told me that she wanted to go to Solla Sollew.,2016-09-30,2016
5.0,0001720392,"This is a favorite in our house, for our 6 month old baby! It's so fun to read, no wonder it's a classic.  I just bought it as a gift for my 5 year old niece as well.",2016-09-24,2016
5.0,0001720392,Lovely book! Smooth transaction!,2016-09-20,2016
5.0,0001720392,love it,2016-09-12,2016
5.0,0001720392,love it,2016-09-12,2016
5.0,0001720392,Perfect for the baby shower,2016-09-09,2016
5.0,0001720392,Good book !,2016-09-06,2016
5.0,0001720392,"I love Dr. Seuss! I have over 20 of his books and wanted this specific book for a long time. It's a great story about learning that you have to face your problems, no matter what. A lot of times it's really easy for one to want to avoid certain things going on in life. This story reflects on that. A great read for everyone!",2016-09-05,2016
5.0,0001720392,As described and arrived timely,2016-09-04,2016
5.0,0001720392,Classic Timeless Book...your troubles will have troubles with you after this book.  Dr. Seuss is all the self-help you'll ever need,2016-08-30,2016
5.0,0001720392,nice product,2016-08-22,2016
3.0,0001720392,"I got this thinking it would be great to read to my one year old and because it's a board book she couldn't rip pages. But though it is a board book, it has flip up tabs she can tear out. Really adorable and comes with peel and stick stickers  would be great for an older child.",2016-08-15,2016
5.0,0001720392,"This is a Seuss book that we'd never heard of until we found it at my grandmother in law's house.  We read it to the kids, they loved it, and so did we, so we bought our own copy and it's become a frequently read selection to my 2- and 4-year olds. It's a great selection about how the grass isn't always greener on the other side and to be happy with what you've got (or where you live).",2016-08-13,2016
5.0,0001720392,Bought this for my son.,2016-08-06,2016
5.0,0001720392,i love all seuss. here's another for the collection.,2016-08-02,2016
5.0,0001720392,"I should read this more often, especially since the whole world is nuts!  PLUS, it has HAM, and that makes it special.",2016-08-02,2016
5.0,0001720392,"I purchased this book (as well as all of the other Dr. Seuss books) as soon as they became available for the Kindle.  It helped that there was a great promotional price at the time but the real motivator was to have them for my, at that time, infant grandson to read.

Fast forward a couple of years and I realized that while the Kindle version is great to have (especially when on-the-go), nothing really replaces having the actual book in hand for a toddler.  My grandson is now almost three years old and can handle the delicate process of turning thin, paper pages.  He loves to sit and read books to himself or to his baby sister.  Because of this new realization, I have decided to pick up the books in this series in hardback format.

Green Eggs and Ham is one of the wonderful books I remember from my own childhood and I love the book's rhymes and illustrations.  It was one of the Dr. Seuss books that I purchased and read to my children when they were young.  We still have those old books but I gave them to my daughters when they moved away from home so they could keep an important piece of their childhood with them.  I now get to have the opportunity to buy them again and enjoy reading them to a new generation.",2016-07-31,2016
5.0,0001720392,"Dr Seuss is awesome. If for some bizarre reason you don't know Dr Seuss, don't worry, Just buy this book for your kid.",2016-07-28,2016
5.0,0001720392,excellent,2016-07-25,2016
5.0,0001720392,"Part of my daughter's ""children's book theme"" baby shower. Made an entree to go along with it.",2016-07-19,2016
5.0,0001720392,I love that I can get the same books we read as children for my boys. Thank you!,2016-07-11,2016
5.0,0001720392,Love this book!,2016-07-10,2016
5.0,0001720392,"Came in new, great condition and was exactly what was expected!",2016-07-09,2016
5.0,0001720392,Book has been around for so many years. My 8 year old daughter has loved this book since she was little and I read it to her. Good book just like most of Dr. Seuss books. Would recommend this for any kids collection.,2016-07-06,2016
5.0,0001720392,Building my Dr. Seuss collection for the grand kids who LLLLLLOVE his books!,2016-07-05,2016
5.0,0001720392,Great book to read to your children and grands the way I did mine!!!,2016-06-21,2016
5.0,0001720392,Perfect for what I want in very decent condition,2016-06-19,2016
5.0,0001720392,I read these books to my baby.  It's so easy to read these cute little stories in a way that a baby will respond to.  It's so much fun to share with him stories/books that I too grew up with!,2016-06-15,2016
5.0,0001720392,Daughter loves this book,2016-06-15,2016
5.0,0001720392,"A favorite of all times!  Fantastic book with art and story, alike!  Delightful!",2016-06-13,2016
2.0,0001720392,A little bit annoying. One fish two fish is better,2016-06-11,2016
5.0,0001720392,Classic,2016-06-10,2016
5.0,0001720392,a,2016-06-09,2016
5.0,0001720392,Totally a classic!,2016-05-31,2016
5.0,0001720392,"Timeless.  Just love it, years back when it was for my children and now for my granddaughter.",2016-05-24,2016
5.0,0001720392,"Excellent condition, shipped quickly, all the kids love it!",2016-05-19,2016
5.0,0001720392,CAME FAST AND AS DESCRIBED ...i love it,2016-05-11,2016
5.0,0001720392,Good book,2016-05-10,2016
5.0,0001720392,My 3 year old grandson loved all of the Dr. Suess Books he received. Got his dad reading them to him very often. By far this is his favorite. He has memorized phrases throughout the book. One can find him reading the book by himself too.,2016-05-05,2016
5.0,0001720392,"A classic, we quote the lines, my almost 3 year old and I, whenever something we aren't sure we will like comes up.  It's a great lesson, easy rhyming reading and just plain fun.",2016-05-05,2016
5.0,0001720392,I am glad to be able to share a part of my childhood with my child!,2016-05-03,2016
5.0,0001720392,My daughter loves it,2016-05-01,2016
5.0,0001720392,My granddaughter loves to read...and at 8 years old this book was perfect!!,2016-05-01,2016
5.0,0001720392,love this book,2016-04-29,2016
5.0,0001720392,Does it get any better than this?,2016-04-27,2016
5.0,0001720392,"The ultimate in salesmanship! Persistence prevails! He asks alot of questions and qualified the environment in which Sam's friend might try them, on the potty reading his paper?  No. On a crazy train that lands in the sea?  No. In the dark?  No. Finally he gets the demo in the clients hands,or mouth as it is,and guess what? Yes! He loves them! Thank you Sam I am! This is the first book I read all the way through by myself and now it's my daughter's favorite. I highly recommend the green eggs and ham. Or ""sam,sam!""as my daughter would say.",2016-04-26,2016
5.0,0001720392,My daughter loves it.,2016-04-26,2016
5.0,0001720392,A childhood classic.  If you have kids around it is a must have.  Fun book and great lessons about trying new foods.,2016-04-22,2016
5.0,0001720392,My favorite.  It will be a gift.,2016-04-19,2016
5.0,0001720392,classic,2016-04-18,2016
5.0,0001720392,great book.,2016-04-12,2016
