overall,asin,reviewText,time,year
5.0,0001384198,Great illustrations and great story. This book is good for kids of all ages and is great for helping to build confidence.,2017-01-07,2017
4.0,0001384198,My two older sisters had to read me this book when I was about three or four years old. I'm now 61 years old and I'm pleased to buy it for 3 year old great-niece you all are great,2017-01-07,2017
5.0,0001384198,Wonderful story!,2017-01-07,2017
5.0,0001384198,Very happy with my purchase.,2017-01-03,2017
5.0,0001381733,"Beautiful, with the original illustrations that are scrumptious.",2017-12-27,2017
5.0,0001381733,This is a beautiful book and I do enjoy it as I did as a chile.  My favorite of all books.,2017-11-28,2017
5.0,0001381733,"These poems were clearly written for children, but are not childish. Ive enjoyed reading this to my children at bedtime.",2017-11-23,2017
5.0,0001381733,"A classic.  The pictures are charming, and the poems are marvelous.  I got it for my little grandson to enjoy when he gets to be a little older.  I remember memorizing some of these poems when I was a child, and have always loved them.",2017-11-15,2017
5.0,0001381733,Love the illustrations!,2017-11-06,2017
5.0,0001381733,"This is a classic.  I bought it for my grandchildren to read to their children, my great grands.",2017-10-13,2017
5.0,0001381733,Perfect,2017-10-10,2017
5.0,0001381733,"This is a great book, but the cover is just a drab green color. Illustrations on inside are great!",2017-09-01,2017
5.0,0001381733,Love this book from my childhood!,2017-07-29,2017
5.0,0001381733,Lots of memories as I read poems to my grandchildren.,2017-07-26,2017
5.0,0001381733,Such a beautiful book and wonderful poems for children.,2017-07-17,2017
3.0,0001381733,Another classic that was printed in China. Has a strong smell of printing materials.,2017-07-09,2017
5.0,0001381733,this is the most beautiful book. It is a lovely and beautiful way to expand little minds early on in the world of literature. Love it and the art work is stunning.,2017-07-01,2017
5.0,0001381733,I cannot recommend this book enough we absolutely adore this book in our home. I read a few verses to my 3 and 4 year old every night.,2017-06-28,2017
5.0,0001381733,"Beautiful poems from childhood, together with lovely paintings by Tasha Tudor....can't lose with that combination.  A wonderful gift for any child....or even and adult, which is who I bought it for.",2017-06-26,2017
5.0,0001381733,gift.,2017-06-17,2017
3.0,0001381733,like it,2017-06-15,2017
1.0,0001381733,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/A-Child-s-Garden-of-Verses/dp/1514288109/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">A Child's Garden of Verses</a>

I was completely disappointed with this book. I was excited to get it to read it to my kids. Once I got it I was completely saddened by it. I could barely read it due to pages missing. Then, the poems in it all ran together, so I was unable to tell one from another. complete waste of money.",2017-05-25,2017
5.0,0001381733,Absolutely Beautiful. A worthy addition to any family's collection.,2017-05-25,2017
5.0,0001381733,"They loved it, I barely read more that a couple of pages. My rating is based on the  Grandkid's reation",2017-05-08,2017
5.0,0001381733,"purchased as a duplicate for our childhood book so each of our children can have one for their homes.

Very good packing by sender, and the service was prompt, and the book exactly as described - thank you.",2017-05-06,2017
5.0,0001381733,"I am a homeschool mom who incorporated this gem into our school day (kindergartener and first grader), and I am so thankful for it! RLS knows words and the minds of children, and this book helped me introduce one to the other. Two of my friends have bought this for their children since looking at my copy.",2017-04-26,2017
5.0,0001381733,"There are many editions of Robert Louis Stevenson's A Child's Garden of Verses.  This one is notable because  it is illustrated by Eve Garnett, who has filled this edition with most delightful pencil sketches and drawings.  Next to Tasha Tudor's illustrations for the poems she selected for her collection, Wings From The Wind, I like these lovely (on a smaller scale) drawings by Eve Garnett.  Garnett was the first British writer of children's stories to write wonderful stories of working class families (in London) (The Family from One End Street, etc.), and she illustrated her own books.  A small gem of a story of hers (""The Kind Visitor"") can be found in a collection of stories titled: A Golden Land, edited by James Reeves.  The story originally appeared in Eve Garnett's collection of four of her stories, called:  Lost And Found.  Sadly consider how many excellent books and stories are ""lost"" to today's children because they are out of print!  This edition of RLS's poems is also out of print.",2017-04-20,2017
5.0,0001381733,My favorite as a child. Arrived quickly!,2017-04-11,2017
5.0,0001381733,Fond childhood memories,2017-03-31,2017
2.0,0001381733,"You know, this book was not at all what I hoped to receive in the mail.  The reproduction was awful.  The picture quality was terrible.  The poems were slightly enjoyable which is why I am giving it a two stars instead of one.  All and all, folks really talked this one up in the Ambleside society and I just wondered why in the end.  He's a well known author, but the book I received did not live up to par. It maybe less disappointing to glean his writings for free off the internet rather than part with cash for this particular book.",2017-03-02,2017
5.0,0001381733,"Beautifully illustrated, love it!",2017-02-16,2017
2.0,0001381733,"This is a rather faint photographic reprint of the 1919 volume, so the images are faded. This item would only be useful to someone doing work on the illustrated versions of these poems. It is not attractive to young children.",2017-02-16,2017
5.0,0001381733,A beautiful nostalgia book with Tasha Tudor illustrations. Arrived in good condition and promptly from seller.,2017-02-08,2017
5.0,0001381733,"Great book, my grandchildren love it.",2017-02-01,2017
5.0,0001381733,I had a copy of this growing up and loved reading it again.  The illustrations were beautiful...brought back many memories!,2017-01-27,2017
5.0,0001381733,"My first book, over 70 years ago.  Remember my Mother reading to me every night.  I have bought this book for each of my Grandchildren.  I have it for myself now on my Kindle.  Still enjoy.",2017-01-17,2017
5.0,0001381733,This book is entirely charming. We absolutely love Gyo Fujikawa's illustrations! They complement the classic children's poetry of Robert Louis Stevenson perfectly!,2017-01-12,2017
5.0,0001381733,have not bought this yet,2017-01-12,2017
3.0,0001381733,nice cheap reproduction of an old favorite.,2017-01-09,2017
5.0,0001381733,"The copy of ""A Child's Garden of Verses"" by Robert Louis Stevenson I ordered as a Christmas gift for my Great Grandson was perfect!  The illustrations by Tasha Tudor for the book were perfect.",2017-01-03,2017
5.0,0001711296,Great to use for school,2017-07-27,2017
5.0,0001711296,My son loves this book,2017-06-21,2017
5.0,0001711296,"I love reading to my young grandsons, and they sat quietly, enthralled as I read this to them.  Dr. Seuss writes wonderful books!",2017-05-31,2017
3.0,0001711296,"This is a rhyme book. Since it does not have a good story, my son didn't show much interest when reading it. The stars I give is based on my son's response to this book.",2017-05-09,2017
5.0,0001711296,My kids loved it.,2017-04-16,2017
5.0,0001711296,Can't go wrong with Dr. Seuss!  And my granddaughter agrees with me.,2017-04-08,2017
5.0,0001472933,Awesome,2017-08-14,2017
5.0,0001472933,This Book is a must have with The study Of Revelation Book thy Both really tie together. Joel,2017-05-21,2017
4.0,0001472933,Still reading it.,2017-02-10,2017
5.0,0001472933,"I  just  finished  reading  this  book ,  and  I  will  be  reading  it again  and  again !  Excellent  companion  to  Bible  study !  Arrival  date  was BEFORE  the  expected  date.  Great seller !",2017-01-05,2017
5.0,0002103826,"Louis L'Amour, as JOHN WAYNE, stated,"" is the best author of the 20th century""",2017-01-16,2017
5.0,0002103826,I am never disappointed with L'Amour but I think I like his short stories best. These are terrific.,2017-01-04,2017
5.0,0001937987,Classic storybook. It was a fave of mine and now my two girls love to read this.,2017-07-22,2017
5.0,0001937987,Wonderful illustrations. A favorite book with my 20 month old.,2017-03-24,2017
5.0,0001937987,toddler LOVES this,2017-02-17,2017
5.0,0001712764,Wow this book cam fast.  it actually passed other orders which I had placed way before it.  Very please with the condition and the price!! My grand daughter loves this book.  Excellent book to teach reading in the early ages.,2017-03-29,2017
5.0,0001712764,Classic books for a great price.,2017-03-14,2017
5.0,0001712764,nice book,2017-03-02,2017
3.0,0001720279,"The book itself is cute, and I love that they included Dr. Seuss's drafts at the end of the book.  But the first one I got had wibbled pages, as if it has been in moist air.  I returned it, and the second one was the same.  Either the publisher used cheap production, or there was a production error, or they'd been sitting in a humid warehouse.  Either way, made the book look used and warped.",2017-05-23,2017
5.0,0001720279,:),2017-05-16,2017
5.0,0001720279,"Perfect gift for my student teacher. Classic unreleased Seuss book brought to life by modern author and illustrator. If you haven't read this Dr. Seuss book, definitely give it a try!",2017-05-08,2017
5.0,0001720279,This is the 2nd copy I've bought of this book. It makes a great Kindergarten teacher gift!,2017-05-01,2017
5.0,0001720279,"We need more Diffendoofer schools and more teachers like Ms. Bonkers! We 4yo loves this story. I love its important message, said as only Seuss could.",2017-04-28,2017
5.0,0001720392,"A classic Dr. Seuss book that my son loves.  It's a cute story that's great for bedtime or during the day.  It also has inspired some great green breakfasts in our house! The only thing is that it's a little long so be prepared going into it!  As a reference, my son is 2, so anything over 5 pages is a little long.",2017-12-30,2017
5.0,0001720392,bought as a gift,2017-12-22,2017
5.0,0001720392,A GIFT,2017-12-15,2017
5.0,0001720392,I love this book!!!,2017-12-10,2017
5.0,0001720392,Love it,2017-12-05,2017
5.0,0001720392,It was funny and I liked the poem. I liked the characters. It moved  really fast. I liked Dr. Seuss.,2017-11-23,2017
5.0,0001720392,I loved this book when I was a kid and bought it for a baby shower.  Arrived on time.,2017-11-22,2017
5.0,0001720392,"If you've been living in a cave for the past century and know nothing about this book then you're in for a treat!! Typical rhyming, nonsensical Dr. Seuss book. One of my all time favorites!!",2017-11-18,2017
5.0,0001720392,A classic,2017-11-17,2017
5.0,0001720392,"classic great book, when my 3 year old isn't eating well, I call her ""sam I am"" and she knows what I'm talking about.  HA!!",2017-11-06,2017
5.0,0001720392,This book has been my favorite since I was a child. Awesome for teaching rhyming words. Recommend to anyone for a child read.,2017-11-06,2017
5.0,0001720392,"Great book, fun to read.",2017-10-26,2017
5.0,0001720392,Always a classic read! Just purchased it because I couldn't find my hard copy to have my grandson read to me. Yep! Classic read. I guess I'll get the next Dr. Seuss book .,2017-10-12,2017
5.0,0001720392,"This is another great Dr. Seuss book. It teaches kids to appreciate what they have and to not run away from their problems but rather to face them head on. It's a little long and episodic in the middle, but the message is delivered in such a fun clever way that I still think it deserves 5 stars.",2017-09-22,2017
4.0,0001720392,This book had pop ups in it. I'm not sure that I like it as much as the original.,2017-09-14,2017
1.0,0001720392,"I wanted the books not the Kendal version - what a ripoff
I want my money back",2017-09-02,2017
5.0,0001720392,I love this book. I read it to my students to show how awesome stories and pictures can be. A must read!,2017-08-28,2017
5.0,0001720392,Good,2017-08-28,2017
5.0,0001720392,Gift,2017-08-15,2017
5.0,0001720392,Terrific read aloud book for many ages,2017-08-14,2017
5.0,0001720392,As advertised,2017-08-06,2017
5.0,0001720392,Keep reading alive.,2017-08-05,2017
5.0,0001720392,"My grandkids liked this book so much, they requested green eggs and ham for breakfast.  I used food coloring and they ate it all.",2017-07-25,2017
5.0,0001720392,Great buy.,2017-07-23,2017
5.0,0001046519,A good read. Arrived quickly.,2017-12-24,2017
5.0,0001046519,This is such a fun read! Best play ever!,2017-12-18,2017
5.0,0001046519,Definitely a satire on marriage and the social elite in manners. It was humorous.,2017-11-10,2017
5.0,0001046519,"Great farce play!!! Wilde is the best, ""Be yourself; everyone else is already taken.""",2017-10-13,2017
5.0,0001046519,so easy to purchase required reading books for my kids on Amazon!,2017-09-27,2017
5.0,0001720392,Love this story!,2017-07-21,2017
4.0,0001720392,The book is nice. The kids like the flaps. But the stickers seem pointless.,2017-07-21,2017
5.0,0001720392,A favorite!,2017-07-18,2017
2.0,0001720392,Not Dr. Seuss' finest. Dont know why is so famous.,2017-07-17,2017
5.0,0001720392,"Great for my 19 month old twin granddaughters. At this age I sort of speed read it to them. They are fascinated by the pictures, of course.",2017-07-16,2017
5.0,0001720392,Super Purchase!,2017-07-10,2017
5.0,0001720392,bought for grandson to add to his library. perfect,2017-06-27,2017
5.0,0001720392,"My Daughter's favorite Dr Seuss story so far. It is the only one she picks up and ""reads"" on her own",2017-06-27,2017
5.0,0001720392,My son loved this one. He has read it over and over again and cracks up laughing every time,2017-06-21,2017
5.0,0001720392,Great book. But you might just be better off buying a Dr Seuss collection instead of this book individually.,2017-06-15,2017
5.0,0001720392,My 7 yr olds fav book,2017-06-14,2017
5.0,0001720392,Such a classic! One of our all-time favorites. My son is really into this book right now. He is such a picky eater and he loves to tell me he won't eat stuff but I have fun with it repeating the different places asking will he eat it here or there or with this Or that and he loves to tell me I won't I won't... But then I always tell him but what happens at the end? He finally agrees to try and loves them! So it helps a little with picky eater kids and is just a cute book in general. Highly recommend!,2017-06-01,2017
4.0,0001720392,what I wanted thanks,2017-05-31,2017
5.0,0001720392,As always a wonderful Dr. Seuss book. Arrived in perfect condition. Would recommend,2017-05-25,2017
4.0,0001720392,Classic,2017-05-04,2017
5.0,0001720392,Classic.,2017-05-02,2017
5.0,0001720392,One of my kids favorites!,2017-05-01,2017
5.0,0001720392,A+,2017-04-30,2017
5.0,0001720392,"I grew up with The Sneetches, Green Eggs and Ham, and Yertle the Turtle, but only discovered this one as an adult.  Wonderful wonderful wonderful.  I learned almost everything I needed to know from Dr. Seuss.",2017-04-24,2017
5.0,0001720392,It's so refreshing to get what you ordered,2017-04-22,2017
5.0,0001720392,One of my favorite books growing up. Drove my folks nuts with it when I memorized it.,2017-04-19,2017
5.0,0001720392,"The rhythm of the story, the building of the places to eat green eggs and ham, the characters in the pictures, we'll never forget you Sam-I-am! I read this book endlessly to my children, and now I'm reading it to my grandchildren. A true classic. Thank you, Dr Suess.",2017-04-18,2017
5.0,0001720392,"love, love, love",2017-04-18,2017
3.0,0001720392,"I purchased this for my daughter after remembering it from my childhood. My husband and i were a little disappointed. We love cat and the hat and my daughter does too.
This one is very repetitive which to a certain extent all Dr. Seuss books are, but green eggs and ham is more so in my opinion. My daughter lost interest in this pretty quickly.",2017-04-14,2017
5.0,0001720392,Grandson loved it came just in time,2017-04-10,2017
5.0,0001720392,perfect condition. Kids loves it.,2017-04-10,2017
5.0,0001720392,great book,2017-03-29,2017
3.0,0001720392,"The pages are in good shape, but I was under the impression I was buying a new book. What I received is a book with a musty oder and a dirty half rubbed off sticker from TJMaxx!",2017-03-27,2017
5.0,0001720392,Great price to own the book and have a read-a-long cd with storytelling option. Good value!,2017-03-21,2017
4.0,0001720392,All time classic,2017-03-21,2017
5.0,0001720392,"Great little book, loved the stickers and flaps.",2017-03-20,2017
5.0,0001720392,"Perfect, thanks.",2017-03-11,2017
5.0,0001720392,Classic lovable Suess,2017-03-09,2017
5.0,0001720392,Great for kids and teachers!,2017-02-22,2017
5.0,0001720392,gave to my grandson he is learning how to read,2017-02-18,2017
5.0,0001720392,great,2017-02-08,2017
5.0,0001720392,Made some for my grandson. Finally getting him to eat breakfast!,2017-02-04,2017
5.0,0001720392,"What else can be said? Great book, Dr. Seuss is the best",2017-01-25,2017
5.0,0001720392,Perfect!!!!!,2017-01-18,2017
5.0,0001720392,Great,2017-01-17,2017
5.0,0001720392,I like this book.  It's worth more than a look.  This book you should buy.  You will see I tell you no lie.,2017-01-15,2017
4.0,0001720392,A classic Dr. Seuss book.  It has been read at bedtime I almost have it memorized!,2017-01-12,2017
5.0,0001720392,"my daughter grew u[ on these books.

Best ever for phonics and pronunciation.",2017-01-08,2017
5.0,0001720392,"This book looks brand new, even tho it's used.  Got it to read to my grandkids. Great purchase!",2017-01-05,2017
5.0,0001713205,Love this book,2017-06-08,2017
5.0,0001713205,"Out of his first books as a toddler, this was my son's favorite. He is now a grown man with a family of his own, but he still remembers the times when my wife and I read this story to him with enthusiasm and play acting. That is why we like to pass a copy of it along as baby shower gifts when possible. It is a simple story with a big message, even the small things that we do or that happen around us can have big consequences.",2017-05-16,2017
5.0,0001713205,This book is adorable! I wish I was reading this book when I was a kid. Super fun and creative. I'm gonna love reading this to my son!,2017-03-23,2017
5.0,0001950061,"I'm an expert at reading Dr. Seuss. I've been reading his books to my daughters for the past 18 years. This book is FANTASTIC. This is my new favorite. We were laughing half the time because it's quite funny. If your a Seuss fan, you need this book.",2017-11-11,2017
5.0,0001950061,Favorite Seuss book out there!,2017-10-19,2017
5.0,0001950061,Fantastic story for children of all ages,2017-09-26,2017
5.0,0001950061,Love Theo books!! Use this book for Social Skills class to teach about discrimination.,2017-07-03,2017
5.0,0001950061,Great story with a moral about war.,2017-06-28,2017
5.0,0001950061,A must-read for all Seuss fans,2017-06-08,2017
5.0,0001950061,Underrated Dr. Seuss book. One of his best!,2017-05-17,2017
3.0,0001950061,"This Dr. Seuss book is not one that I can read to my students. The whole ""wall and others"" is too sensitive a topic right now.",2017-05-16,2017
5.0,0001950061,We love all the books that dr seuss puts out  They are fun to read and the kids like reading them too,2017-05-10,2017
5.0,0001950061,"Really, it's my 3-1/2 year old grandson who loves it and asks to have it read to him over and over again. Interesting ending that has provoked a fair amount of discussion with him... Who does win? Does anyone? Is there such a thing as really winning in this situation?",2017-04-30,2017
5.0,0001950061,This is a fun book to read!,2017-04-28,2017
4.0,0001950061,"Strange book. I don't know whether Dr. Seuss meant it to be an anti-war parable or a warning parable about the necessity to maintain vigilance and a strong defense capability. I guess it depends on whether you are a Liberal or a Conservative. Whichever way you lean, this odd little story will support your belief, whether it be ""peace through weakness"" or ""peace through strength."" I won't say which lesson I draw from the book--to me it's clear, but you should read it yourself.",2017-04-04,2017
5.0,0001950061,Love Dr. Suess!,2017-03-25,2017
5.0,0001950061,Fav book of all time I can't tell you how deep and meaningful this story is. Just read it!,2017-03-13,2017
5.0,0001950061,My grandson Loves the story,2017-03-09,2017
5.0,0001950061,Great classic!,2017-02-19,2017
5.0,0001950061,We love this book!  It's a classic for teaching differences.,2017-02-11,2017
5.0,0001950061,My son loves to read Dr. Suess books to his daughters,2017-02-09,2017
5.0,0001950061,I love Dr. Seuss. What else can I tell you? This one is as classic as all his others.,2017-02-01,2017
5.0,0001950061,Book was in great condition,2017-01-20,2017
5.0,0002051850,"To hell with war.  Read this book - its more about beauty than war, which makes the war bits all the more poignant but horrific.  On to Gellhorn.",2017-12-23,2017
1.0,0002051850,Watch out! the link takes you to a short editon,2017-12-11,2017
5.0,0002051850,Epitome of the art of crafting a novel.,2017-12-08,2017
4.0,0002051850,classic,2017-12-01,2017
1.0,0002051850,"God...was this a disappointment.  I always heard how great Hemmingway's writing was.  It may be simple, but the story was crap. Just does not have much of a plot and it moves really slow.  Must have been a different age.",2017-11-13,2017
5.0,0002051850,wonderful,2017-10-29,2017
2.0,0002051850,I found it somewhat difficult to follow and it was not as engaging to me.,2017-10-08,2017
5.0,0002051850,"Quite simply, execellent.",2017-09-07,2017
1.0,0002051850,"Feel totally ripped off here.  This is an abridged book, but nowhere does it say that on Amazon.  I'm sure the original is better.  It's not even a well-done abridgement.  Obviously I haven't read the unabridged book, but I've read enough Hemingway to know that an awful lot of the richness of his characters is missing.",2017-09-04,2017
5.0,0002051850,"THE OPERATOR

What makes a good book?  A good story, a good writer!  What makes a good reader?  There must be, for me, some connection with the subject matter, and there must a real interest in understanding what the author is trying to say.  Of course, that begs the problem of each (writer and reader) being able to discuss the book either with the author or another reader.

I liked the book because of the honesty of O'Neill, and I have several qualifications.

First, it was interesting because it explains, in detail, what was/is involved in becoming a Navy Seal; second, the story was told (1st Person) through the eyes (memories and judgment) of one individual (a personal narrative).

Qualifications: Robert O'Neill went through several real and important transitions that I related to.  One was his relationships with his fellow Seals and, especially, those who were on his various teams.  These relationships were very strong; they were a transition from a  narrow, personal concern for becoming a Seal to creating a family unit on which military combat relies.  When O'Neill began to change, mature past his Seal experiences, he was finding that many of his Seal brothers were becoming envious of his notoriety  and, therefore, a lack of connection which had been some vital was experienced.

Another important relationship was with his wife and children.  This was mentioned in very minimal terms which is somewhat understandable because of the lack of time spent with them.  As his story developed, they became more significant, but it left me wondering about his wife's perception and feelings.  I thought that this deserved more attention because of its importance.

The last chapter (23) is quite an ending, and yet it is a beginning for O'Neill.  His view of his life and that The Seal Bubble as over is important.  That statement explains his view of the changes he experienced, of transition from one life-stage to another.  Life-stages are often age/maturity related in combination with changes in activity.  It is a growth and adaptive process which can be difficult.  He recognizes that he is in transition and that he believes his Seal experiences and his processing of those experiences has prepared him for a new stage.  This chapter should be a new book.

I recommend this book!",2017-09-04,2017
5.0,0002051850,A great read especially for those of us that are familiar with the Spanish civil war and events prior to our conflict with Germany,2017-09-04,2017
5.0,0002051850,very good,2017-09-01,2017
5.0,0002051850,while I am not a big Hemingway fan - this particular book was just terrific.,2017-08-23,2017
3.0,0002051850,"The Kindle version of For Whom the Bell Tolls is not very good.  I don't know if that is because it is an abridged version like other reviewers claim or whether its just not a good story.  If the Kindle version is indeed abridged, I would have expected Amazon.com to alert buyers that it was so.  Basically, For Whom the Bell Tolls is the story of a critical mission by a band of rebels accompanied by an American sympathizer fighting for the Republic against the Fascists in Spain during the Spanish Civil War (1936-1939).  The rebels mission was to blow up a bridge, but the interplay among the characters leading up to the attack dominate the story.",2017-08-22,2017
3.0,0002051850,"This book is ok.  Maybe I was expecting too much since it's Hemingway, but I didn't find this story very compelling.",2017-08-21,2017
5.0,0002051850,A classic,2017-08-14,2017
1.0,0002051850,"Abridged. 109 pages with extra large font.  No publisher noted.  DO NOT PURCHASE.  Since there is no notation that this is abridged, there is no way to know in advance that every sentence not immediately not related to the main story line is omitted.  Not worth the trouble and expense to return, but makes me think twice about trusting Amazon selections. Caveat emptor.",2017-08-05,2017
5.0,0002051850,What can I say....it's Earnest Hemingway...you love him....or?? I holds my interest and I'm a fan of Hemingway..,2017-07-31,2017
1.0,0002051850,"Avoid this piece of garbage at all costs.  I suggest you download a sample first to ensure you are getting the unabridged version. Hemingway's actual pride is amazing, but this is not it.
Amazon needs to pull this offering from its options, AND give the money back to everyone who was suckered into buying it",2017-07-31,2017
5.0,0002051850,Classic,2017-07-27,2017
5.0,0002051850,I finally read a Ernest Hemingway novel.  I am so glad I did.  He truly was able to paint a picture with words.  I felt I was there with the people in the hills of Spain.  I now want to learn more about that civil war.,2017-07-18,2017
5.0,0002051850,"I have the original vinyl, was really pleased to play a quality sound reproduction.",2017-07-16,2017
5.0,0002051850,Good book,2017-07-14,2017
5.0,0002051850,"I read this first as a high school student and lo these many years later, re-read it in preparation for a trip to Spain. It's even better reading it as a seasoned adult. There's a reason Hemingway was lauded as a writer. This tale breathes, and though I knew the ending, found myself absorbed in the story. Compelling read.",2017-07-13,2017
5.0,0002051850,"It's Hemingway, it's amazing, what else could one possibly say about this great work from this great man?",2017-07-13,2017
5.0,0002051850,This is a great classic novel that everyone should read.,2017-07-05,2017
4.0,0002051850,"It was as if Hemingway was cutting his teeth in writing this book. The last two chapters contain more poignancy than any of the others. Definitely worth the read, and, I might add, it is definitely worth looking at the history of this other civil war to put things in context.",2017-06-20,2017
1.0,0002051850,"Though his is my favorite Hemingway novel, this copy is full of errors such as missing periods. The relatively new and cheaper copies of Hemingway's works that have become public domain and are sold on Amazon are not correct copies. This is a shame. It seems an easy fix for the worthless company selling these copies.",2017-06-16,2017
5.0,0002051850,"A wonderful tale of life, love, and loss. Hemingway focuses in on the details of what happens during war and leads the reader on a very emotional ride.",2017-06-16,2017
